# variables="x","y"
# zone, t="hill grid points"
# Note: there may be round-off errors
 # STRANDID=0, SOLUTIONTIME=0
 # I=197, J=129, K=1, ZONETYPE=Ordered
# DATAPACKING=BLOCK
 # DT=(SINGLE SINGLE SINGLE SINGLE SINGLE )
   3.229622       3.287643       3.346211       3.405332       3.465007    
   3.525246       3.586053       3.647431       3.709388       3.771927    
   3.835059       3.898781       3.963105       4.028037       4.093580    
   4.159737       4.226519       4.293929       4.361976       4.430666    
   4.500000       4.569332       4.638021       4.706068       4.773479    
   4.840261       4.906421       4.971961       5.036892       5.101217    
   5.164939       5.228070       5.290609       5.352567       5.413945    
   5.474752       5.534991       5.594666       5.653787       5.712355    
   5.770376       5.827854       5.884798       5.941212       5.997097    
   6.052461       6.107311       6.161647       6.215475       6.268800    
   6.321632       6.373968       6.425814       6.477178       6.528064    
   6.578474       6.628413       6.677888       6.726899       6.775453    
   6.823556       6.871207       6.918418       6.965187       7.011512    
   7.057384       7.102757       7.147649       7.192113       7.236167    
   7.279813       7.323059       7.365906       7.408361       7.450426    
   7.492106       7.533401       7.574319       7.614868       7.655049    
   7.694870       7.734326       7.773428       7.812171       7.850563    
   7.888600       7.926290       7.963628       8.000619       8.037264    
   8.073562       8.109522       8.145142       8.180429       8.215384    
   8.250014       8.284323       8.318316       8.352002       8.385382    
   8.418467       8.451257       8.483750       8.515965       8.548195    
   8.580451       8.612737       8.645055       8.677405       8.709768    
   8.742126       8.774465       8.806777       8.839062       8.871321    
   8.903542       8.935712       8.967859       9.000000     -3.7419209E-08
  3.2147031E-02  6.4303659E-02  9.6506357E-02  0.1288044      0.1611813    
  0.1936087      0.2260927      0.2586267      0.2911982      0.3237832    
  0.3563399      0.3888361      0.4212669      0.4536388      0.4859602    
  0.5182494      0.5507993      0.5836245      0.6167349      0.6501324    
  0.6838202      0.7178012      0.7520939      0.7867062      0.8216454    
  0.8569195      0.8925257      0.9284745      0.9647660       1.001401    
   1.038386       1.075719       1.113402       1.151430       1.189800    
   1.228515       1.267576       1.306984       1.346745       1.386855    
   1.427317       1.468137       1.509328       1.550890       1.592832    
   1.635156       1.677867       1.720963       1.764455       1.808348    
   1.852649       1.897385       1.942659       1.988499       2.034822    
   2.081586       2.128797       2.176447       2.224551       2.273104    
   2.322118       2.371589       2.421528       2.471938       2.522823    
   2.574187       2.626033       2.678369       2.731200       2.784525    
   2.838353       2.892692       2.947538       3.002902       3.058788    
   3.115202       3.172144       3.229623       3.287643       3.346211    
   3.405332       3.465007       3.525246       3.586052       3.647431    
   3.709387       3.771926       3.835058       3.898779       3.963104    
   4.028035       4.093577       4.159734       4.226516       4.293926    
   4.361973       4.430664       4.499998       4.569328       4.638018    
   4.706066       4.773476       4.840258       4.906417       4.971957    
   5.036888       5.101213       5.164934       5.228065       5.290604    
   5.352561       5.413939       5.474746       5.534985       5.594660    
   5.653780       5.712348       5.770370       5.827847       5.884790    
   5.941204       5.997089       6.052454       6.107303       6.161639    
   6.215466       6.268792       6.321623       6.373959       6.425804    
   6.477168       6.528053       6.578464       6.628403       6.677877    
   6.726888       6.775441       6.823544       6.871195       6.918406    
   6.965173       7.011492       7.057333       7.102607       7.147343    
   7.191644       7.235537       7.279029       7.322129       7.364837    
   7.407161       7.449103       7.490668       7.531857       7.572677    
   7.613139       7.653250       7.693011       7.732420       7.771484    
   7.810200       7.848570       7.886596       7.924279       7.961612    
   7.998598       8.035235       8.071525       8.107473       8.143080    
   8.178354       8.213294       8.247907       8.282200       8.316184    
   8.349873       8.383266       8.416377       8.449205       8.481752    
   8.514043       8.546364       8.578735       8.611167       8.643662    
   8.676220       8.708805       8.741377       8.773911       8.806395    
   8.838822       8.871200       8.903497       8.935699       8.967856    
   9.000000     -3.7419209E-08  3.2153510E-02  6.4322546E-02  9.6560456E-02
  0.1289380      0.1614326      0.1940041      0.2266600      0.2593903    
  0.2921762      0.3249822      0.3577469      0.3904228      0.4230018    
  0.4554928      0.4879084      0.5202746      0.5528805      0.5857470    
  0.6188857      0.6522989      0.6859906      0.7199645      0.7542433    
  0.7888398      0.8237638      0.8590240      0.8946179      0.9305557    
  0.9668382       1.003466       1.040445       1.077774       1.115450    
   1.153465       1.191816       1.230503       1.269526       1.308886    
   1.348587       1.388625       1.429000       1.469720       1.510802    
   1.552246       1.594062       1.636252       1.678821       1.721767    
   1.765101       1.808831       1.852965       1.897545       1.942718    
   1.988523       2.034837       2.081598       2.128808       2.176458    
   2.224560       2.273113       2.322126       2.371596       2.421535    
   2.471944       2.522829       2.574192       2.626038       2.678373    
   2.731204       2.784529       2.838357       2.892695       2.947541    
   3.002905       3.058790       3.115203       3.172146       3.229624    
   3.287645       3.346212       3.405333       3.465007       3.525246    
   3.586052       3.647430       3.709387       3.771925       3.835057    
   3.898777       3.963102       4.028033       4.093575       4.159732    
   4.226513       4.293923       4.361970       4.430662       4.499995    
   4.569324       4.638015       4.706062       4.773472       4.840253    
   4.906413       4.971952       5.036883       5.101208       5.164929    
   5.228060       5.290598       5.352555       5.413933       5.474740    
   5.534978       5.594653       5.653774       5.712341       5.770362    
   5.827840       5.884782       5.941195       5.997081       6.052444    
   6.107294       6.161629       6.215456       6.268781       6.321613    
   6.373947       6.425793       6.477156       6.528041       6.578451    
   6.628389       6.677863       6.726873       6.775425       6.823527    
   6.871178       6.918387       6.965151       7.011463       7.057267    
   7.102439       7.147019       7.191154       7.234885       7.278219    
   7.321169       7.363735       7.405925       7.447742       7.489189    
   7.530268       7.570990       7.611365       7.651403       7.691104    
   7.730466       7.769493       7.808180       7.846531       7.884544    
   7.922220       7.959550       7.996531       8.033161       8.069441    
   8.105379       8.140974       8.176234       8.211159       8.245755    
   8.280035       8.314013       8.347705       8.381114       8.414254    
   8.447124       8.479727       8.512094       8.544509       8.577001    
   8.609580       8.642255       8.675021       8.707827       8.740613    
   8.773343       8.805999       8.838571       8.871065       8.903442    
   8.935680       8.967850       9.000000     -3.7419209E-08  3.2163005E-02
  6.4348131E-02  9.6624717E-02  0.1290831      0.1616961      0.1944128    
  0.2272413      0.2601685      0.2931690      0.3261959      0.3591693    
  0.3920269      0.4247570      0.4573702      0.4898832      0.5223291    
  0.5549939      0.5879043      0.6210734      0.6545047      0.6882020    
  0.7221705      0.7564366      0.7910184      0.8259280      0.8611748    
  0.8967568      0.9326841      0.9689578       1.005579       1.042553    
   1.079877       1.117546       1.155550       1.193881       1.232539    
   1.271525       1.310837       1.350477       1.390441       1.430728    
   1.471347       1.512318       1.553642       1.595330       1.637382    
   1.679805       1.722597       1.765771       1.809334       1.853300    
   1.897722       1.942791       1.988557       2.034860       2.081617    
   2.128824       2.176473       2.224574       2.273126       2.322137    
   2.371607       2.421544       2.471953       2.522837       2.574199    
   2.626045       2.678379       2.731209       2.784534       2.838361    
   2.892699       2.947545       3.002908       3.058793       3.115206    
   3.172148       3.229626       3.287646       3.346213       3.405334    
   3.465008       3.525246       3.586052       3.647430       3.709386    
   3.771925       3.835056       3.898777       3.963101       4.028032    
   4.093573       4.159729       4.226510       4.293920       4.361967    
   4.430660       4.499991       4.569319       4.638011       4.706059    
   4.773468       4.840250       4.906408       4.971948       5.036878    
   5.101202       5.164923       5.228054       5.290592       5.352549    
   5.413927       5.474733       5.534971       5.594645       5.653766    
   5.712332       5.770353       5.827831       5.884773       5.941186    
   5.997071       6.052434       6.107284       6.161618       6.215445    
   6.268770       6.321600       6.373934       6.425779       6.477142    
   6.528026       6.578435       6.628372       6.677845       6.726853    
   6.775405       6.823506       6.871154       6.918362       6.965122    
   7.011422       7.057187       7.102256       7.146679       7.190645    
   7.234208       7.277383       7.320179       7.362599       7.404652    
   7.446341       7.487668       7.528636       7.569256       7.609543    
   7.649508       7.689150       7.728463       7.767452       7.806112    
   7.844443       7.882444       7.920115       7.957439       7.994414    
   8.031039       8.067310       8.103237       8.138821       8.174068    
   8.208979       8.243561       8.277828       8.311800       8.345497    
   8.378925       8.412096       8.445009       8.477672       8.510118    
   8.542631       8.575245       8.607975       8.640833       8.673807    
   8.706834       8.739835       8.772761       8.805590       8.838307    
   8.870920       8.903378       8.935655       8.967840       9.000000    
 -3.7419209E-08  3.2175593E-02  6.4380474E-02  9.6699134E-02  0.1292399    
  0.1619721      0.1948350      0.2278369      0.2609614      0.2941767    
  0.3274246      0.3606075      0.3936488      0.4265326      0.4592712    
  0.4918849      0.5244132      0.5571399      0.5900968      0.6232988    
  0.6567501      0.6904549      0.7244198      0.7586746      0.7932429    
  0.8281389      0.8633729      0.8989434      0.9348606      0.9711258    
   1.007740       1.044709       1.082029       1.119692       1.157683    
   1.195995       1.234625       1.273573       1.312837       1.352416    
   1.392305       1.432503       1.473019       1.513876       1.555078    
   1.596634       1.638546       1.680820       1.723456       1.766465    
   1.809858       1.853652       1.897916       1.942880       1.988604    
   2.034893       2.081644       2.128847       2.176493       2.224592    
   2.273142       2.322152       2.371620       2.421556       2.471964    
   2.522847       2.574209       2.626053       2.678387       2.731216    
   2.784540       2.838367       2.892704       2.947550       3.002913    
   3.058797       3.115210       3.172151       3.229629       3.287649    
   3.346215       3.405335       3.465009       3.525247       3.586053    
   3.647431       3.709386       3.771924       3.835055       3.898776    
   3.963099       4.028030       4.093571       4.159727       4.226508    
   4.293917       4.361964       4.430657       4.499988       4.569314    
   4.638008       4.706055       4.773464       4.840245       4.906404    
   4.971942       5.036872       5.101196       5.164917       5.228047    
   5.290586       5.352542       5.413919       5.474725       5.534963    
   5.594637       5.653757       5.712324       5.770344       5.827821    
   5.884763       5.941176       5.997060       6.052423       6.107271    
   6.161606       6.215432       6.268756       6.321586       6.373919    
   6.425763       6.477126       6.528008       6.578416       6.628352    
   6.677823       6.726830       6.775380       6.823479       6.871124    
   6.918329       6.965082       7.011368       7.057092       7.102055    
   7.146319       7.190114       7.233508       7.276518       7.319157    
   7.361429       7.403341       7.444899       7.486104       7.526958    
   7.567476       7.607675       7.647564       7.687145       7.726410    
   7.765362       7.803994       7.842306       7.880295       7.917959    
   7.955280       7.992250       8.028868       8.065131       8.101048    
   8.136621       8.171855       8.206752       8.241321       8.275577    
   8.309546       8.343250       8.376699       8.409903       8.442863    
   8.475587       8.508116       8.540730       8.573468       8.606353    
   8.639394       8.672578       8.705826       8.739041       8.772166    
   8.805168       8.838031       8.870763       8.903304       8.935623    
   8.967828       9.000000     -3.7419209E-08  3.2191336E-02  6.4419627E-02
  9.6783713E-02  0.1294085      0.1622606      0.1952709      0.2284471    
  0.2617693      0.2951995      0.3286683      0.3620616      0.3952886    
  0.4283290      0.4611961      0.4939137      0.5265273      0.5593187    
  0.5923249      0.6255621      0.6590356      0.6927499      0.7267130    
  0.7609581      0.7955139      0.8303971      0.8656189      0.9011785    
  0.9370860      0.9733431       1.009951       1.046916       1.084232    
   1.121888       1.159868       1.198160       1.236762       1.275672    
   1.314887       1.354404       1.394218       1.434325       1.474737    
   1.515479       1.556556       1.597977       1.639745       1.681867    
   1.724342       1.767183       1.810403       1.854024       1.898129    
   1.942985       1.988662       2.034934       2.081678       2.128877    
   2.176519       2.224615       2.273163       2.322171       2.371637    
   2.421572       2.471978       2.522860       2.574220       2.626063    
   2.678396       2.731225       2.784548       2.838375       2.892711    
   2.947556       3.002918       3.058802       3.115214       3.172155    
   3.229632       3.287652       3.346218       3.405337       3.465011    
   3.525249       3.586054       3.647431       3.709387       3.771924    
   3.835055       3.898775       3.963098       4.028028       4.093569    
   4.159725       4.226505       4.293914       4.361961       4.430655    
   4.499984       4.569310       4.638004       4.706051       4.773460    
   4.840240       4.906399       4.971937       5.036867       5.101190    
   5.164911       5.228041       5.290578       5.352534       5.413911    
   5.474717       5.534955       5.594628       5.653748       5.712314    
   5.770334       5.827811       5.884752       5.941164       5.997048    
   6.052410       6.107258       6.161592       6.215417       6.268740    
   6.321569       6.373902       6.425745       6.477106       6.527987    
   6.578394       6.628328       6.677797       6.726802       6.775350    
   6.823445       6.871089       6.918287       6.965033       7.011302    
   7.056980       7.101835       7.145940       7.189562       7.232782    
   7.275624       7.318103       7.360223       7.401992       7.443415    
   7.484495       7.525234       7.565648       7.605756       7.645571    
   7.685090       7.724307       7.763220       7.801825       7.840117    
   7.878096       7.915753       7.953071       7.990036       8.026648    
   8.062902       8.098811       8.134372       8.169595       8.204479    
   8.239036       8.273282       8.307249       8.340963       8.374434    
   8.407673       8.440683       8.473472       8.506086       8.538804    
   8.571671       8.604712       8.637939       8.671333       8.704803    
   8.738233       8.771556       8.804731       8.837742       8.870594    
   8.903219       8.935583       8.967812       9.000000     -3.7419209E-08
  3.2210294E-02  6.4465642E-02  9.6878484E-02  0.1295890      0.1625618    
  0.1957206      0.2290718      0.2625922      0.2962374      0.3299275    
  0.3635320      0.3969466      0.4301463      0.4631451      0.4959699    
  0.5286716      0.5615308      0.5945890      0.6278638      0.6613618    
  0.6950877      0.7290508      0.7632878      0.7978322      0.8327035    
  0.8679138      0.9034629      0.9393613      0.9756107       1.012213    
   1.049173       1.086485       1.124135       1.162103       1.200377    
   1.238951       1.277823       1.316988       1.356443       1.396181    
   1.436196       1.476502       1.517126       1.558075       1.599360    
   1.640981       1.682947       1.725258       1.767928       1.810971    
   1.854417       1.898361       1.943107       1.988735       2.034987    
   2.081720       2.128913       2.176551       2.224644       2.273188    
   2.322194       2.371658       2.421590       2.471995       2.522875    
   2.574234       2.626076       2.678408       2.731236       2.784558    
   2.838383       2.892719       2.947563       3.002925       3.058808    
   3.115219       3.172160       3.229636       3.287655       3.346221    
   3.405340       3.465013       3.525250       3.586056       3.647432    
   3.709387       3.771924       3.835054       3.898774       3.963097    
   4.028027       4.093567       4.159722       4.226502       4.293911    
   4.361958       4.430652       4.499980       4.569305       4.638000    
   4.706047       4.773456       4.840236       4.906394       4.971931    
   5.036861       5.101184       5.164904       5.228034       5.290571    
   5.352526       5.413903       5.474708       5.534945       5.594618    
   5.653737       5.712303       5.770322       5.827798       5.884739    
   5.941151       5.997034       6.052396       6.107243       6.161575    
   6.215401       6.268723       6.321550       6.373882       6.425724    
   6.477084       6.527964       6.578368       6.628301       6.677768    
   6.726770       6.775314       6.823407       6.871045       6.918238    
   6.964973       7.011223       7.056850       7.101596       7.145541    
   7.188987       7.232031       7.274702       7.317016       7.358980    
   7.400603       7.441889       7.482841       7.523464       7.563771    
   7.603788       7.643527       7.682984       7.722151       7.761027    
   7.799603       7.837878       7.875844       7.913497       7.950810    
   7.987772       8.024378       8.060625       8.096524       8.132075    
   8.167287       8.202159       8.236704       8.270943       8.304910    
   8.338636       8.372131       8.405408       8.438470       8.471327    
   8.504029       8.536854       8.569854       8.603053       8.636468    
   8.670074       8.703764       8.737410       8.770931       8.804282    
   8.837440       8.870414       8.903125       8.935536       8.967793    
   9.000000     -3.7419209E-08  3.2232534E-02  6.4518593E-02  9.6983470E-02
  0.1297814      0.1628760      0.1961842      0.2297113      0.2634304    
  0.2972909      0.3312022      0.3650188      0.3986230      0.4319848    
  0.4651184      0.4980537      0.5308465      0.5637766      0.5968894    
  0.6302045      0.6637291      0.6974687      0.7314337      0.7656642    
  0.8001985      0.8350587      0.8702583      0.9057975      0.9416872    
  0.9779294       1.014526       1.051481       1.088790       1.126434    
   1.164391       1.202646       1.241192       1.280026       1.319141    
   1.358534       1.398193       1.438116       1.478315       1.518819    
   1.559638       1.600782       1.642254       1.684061       1.726204    
   1.768699       1.811563       1.854831       1.898613       1.943247    
   1.988821       2.035050       2.081772       2.128957       2.176589    
   2.224678       2.273219       2.322221       2.371682       2.421613    
   2.472015       2.522893       2.574251       2.626091       2.678422    
   2.731248       2.784569       2.838394       2.892729       2.947572    
   3.002933       3.058815       3.115226       3.172166       3.229641    
   3.287660       3.346225       3.405344       3.465016       3.525253    
   3.586057       3.647434       3.709388       3.771925       3.835054    
   3.898774       3.963096       4.028026       4.093565       4.159720    
   4.226500       4.293908       4.361954       4.430650       4.499977    
   4.569301       4.637995       4.706042       4.773451       4.840230    
   4.906388       4.971925       5.036854       5.101177       5.164896    
   5.228025       5.290563       5.352517       5.413894       5.474699    
   5.534935       5.594607       5.653726       5.712291       5.770310    
   5.827785       5.884726       5.941137       5.997019       6.052380    
   6.107226       6.161558       6.215382       6.268703       6.321529    
   6.373859       6.425700       6.477058       6.527936       6.578339    
   6.628268       6.677732       6.726732       6.775272       6.823360    
   6.870994       6.918179       6.964903       7.011129       7.056703    
   7.101337       7.145119       7.188388       7.231253       7.273748    
   7.315896       7.357701       7.399174       7.440320       7.481142    
   7.521645       7.561845       7.601770       7.641431       7.680826    
   7.719943       7.758781       7.797330       7.835586       7.873541    
   7.911188       7.948498       7.985456       8.022056       8.058296    
   8.094188       8.129728       8.164929       8.199790       8.234325    
   8.268559       8.302527       8.336267       8.369789       8.403107    
   8.436223       8.469151       8.501945       8.534880       8.568014    
   8.601377       8.634981       8.668799       8.702710       8.736571    
   8.770291       8.803818       8.837126       8.870221       8.903019    
   8.935483       8.967770       9.000000     -3.7419209E-08  3.2258112E-02
  6.4578503E-02  9.7098671E-02  0.1299859      0.1632034      0.1966621    
  0.2303657      0.2642840      0.2983599      0.3324927      0.3665222    
  0.4003181      0.4338446      0.4671163      0.5001654      0.5330522    
  0.5660563      0.5992266      0.6325845      0.6661382      0.6998935    
  0.7338625      0.7680880      0.8026136      0.8374637      0.8726533    
  0.9081833      0.9440647      0.9803000       1.016891       1.053843    
   1.091148       1.128786       1.166732       1.204968       1.243487    
   1.282282       1.321347       1.360677       1.400258       1.440086    
   1.480176       1.520558       1.561245       1.602246       1.643565    
   1.685209       1.727181       1.769498       1.812180       1.855267    
   1.898887       1.943406       1.988923       2.035125       2.081833    
   2.129009       2.176635       2.224718       2.273254       2.322253    
   2.371711       2.421638       2.472038       2.522915       2.574270    
   2.626109       2.678438       2.731263       2.784583       2.838406    
   2.892740       2.947582       3.002942       3.058823       3.115233    
   3.172173       3.229648       3.287665       3.346230       3.405348    
   3.465020       3.525256       3.586060       3.647435       3.709389    
   3.771926       3.835055       3.898774       3.963095       4.028024    
   4.093564       4.159718       4.226497       4.293905       4.361951    
   4.430646       4.499973       4.569296       4.637990       4.706038    
   4.773446       4.840224       4.906382       4.971918       5.036847    
   5.101169       5.164888       5.228017       5.290554       5.352508    
   5.413884       5.474688       5.534924       5.594596       5.653713    
   5.712278       5.770296       5.827771       5.884711       5.941121    
   5.997002       6.052362       6.107207       6.161538       6.215361    
   6.268681       6.321506       6.373835       6.425673       6.477029    
   6.527905       6.578304       6.628232       6.677693       6.726688    
   6.775225       6.823308       6.870934       6.918110       6.964820    
   7.011019       7.056536       7.101056       7.144675       7.187764    
   7.230446       7.272765       7.314740       7.356383       7.397703    
   7.438706       7.479396       7.519778       7.559869       7.599699    
   7.639283       7.678614       7.717682       7.756482       7.795003    
   7.833241       7.871185       7.908826       7.946133       7.983087    
   8.019682       8.055916       8.091799       8.127331       8.162522    
   8.197373       8.231900       8.266129       8.300100       8.333857    
   8.367409       8.400768       8.433942       8.466944       8.499832    
   8.532881       8.566154       8.599681       8.633477       8.667508    
   8.701641       8.735718       8.769636       8.803340       8.836799    
   8.870016       8.902904       8.935424       8.967745       9.000000    
 -3.7419209E-08  3.2287087E-02  6.4645439E-02  9.7224116E-02  0.1302025    
  0.1635440      0.1971543      0.2310353      0.2651531      0.2994446    
  0.3337992      0.3680426      0.4020320      0.4357261      0.4691390    
  0.5023052      0.5352890      0.5683702      0.6016009      0.6350042    
  0.6685894      0.7023627      0.7363375      0.7705601      0.8050781    
  0.8399193      0.8750995      0.9106210      0.9464948      0.9827236    
   1.019310       1.056258       1.093559       1.131193       1.169128    
   1.207345       1.245836       1.284593       1.323608       1.362873    
   1.402375       1.442107       1.482086       1.522345       1.562896    
   1.603751       1.644914       1.686392       1.728190       1.770325    
   1.812822       1.855727       1.899183       1.943585       1.989041    
   2.035213       2.081904       2.129070       2.176688       2.224765    
   2.273296       2.322290       2.371745       2.421669       2.472066    
   2.522939       2.574293       2.626129       2.678456       2.731280    
   2.784598       2.838420       2.892753       2.947593       3.002952    
   3.058833       3.115242       3.172180       3.229655       3.287672    
   3.346235       3.405352       3.465024       3.525259       3.586063    
   3.647438       3.709391       3.771927       3.835055       3.898774    
   3.963095       4.028023       4.093563       4.159716       4.226494    
   4.293901       4.361948       4.430644       4.499969       4.569291    
   4.637986       4.706033       4.773440       4.840219       4.906375    
   4.971911       5.036839       5.101161       5.164880       5.228008    
   5.290544       5.352498       5.413873       5.474676       5.534911    
   5.594583       5.653700       5.712264       5.770281       5.827755    
   5.884694       5.941103       5.996984       6.052342       6.107187    
   6.161516       6.215337       6.268656       6.321479       6.373806    
   6.425643       6.476996       6.527870       6.578267       6.628191    
   6.677648       6.726639       6.775170       6.823246       6.870865    
   6.918030       6.964724       7.010893       7.056348       7.100752    
   7.144207       7.187113       7.229611       7.271748       7.313549    
   7.355026       7.396190       7.437047       7.477602       7.517860    
   7.557842       7.597577       7.637081       7.676348       7.715366    
   7.754128       7.792621       7.830840       7.868775       7.906411    
   7.943714       7.980665       8.017255       8.053483       8.089358    
   8.124882       8.160064       8.194906       8.229426       8.263651    
   8.297629       8.331404       8.364987       8.398393       8.431626    
   8.464706       8.497691       8.530858       8.564272       8.597966    
   8.631956       8.666201       8.700556       8.734848       8.768967    
   8.802847       8.836458       8.869800       8.902778       8.935357    
   8.967714       9.000000     -3.7419209E-08  3.2319512E-02  6.4719439E-02
  9.7359829E-02  0.1304314      0.1638980      0.1976610      0.2317201    
  0.2660380      0.3005453      0.3351218      0.3695801      0.4037650    
  0.4376293      0.4711866      0.5044733      0.5375573      0.5707186    
  0.6040128      0.6374642      0.6710832      0.7048769      0.7388597    
  0.7730808      0.8075927      0.8424261      0.8775980      0.9131116    
  0.9489782      0.9852011       1.021783       1.058727       1.096026    
   1.133654       1.171578       1.209777       1.248241       1.286959    
   1.325923       1.365123       1.404544       1.444180       1.484047    
   1.524180       1.564594       1.605300       1.646303       1.687612    
   1.729232       1.771182       1.813491       1.856212       1.899502    
   1.943785       1.989176       2.035315       2.081987       2.129140    
   2.176749       2.224818       2.273344       2.322333       2.371783    
   2.421703       2.472096       2.522968       2.574318       2.626153    
   2.678478       2.731299       2.784616       2.838436       2.892767    
   2.947607       3.002964       3.058844       3.115252       3.172189    
   3.229662       3.287679       3.346241       3.405358       3.465029    
   3.525263       3.586066       3.647440       3.709393       3.771929    
   3.835056       3.898774       3.963095       4.028023       4.093561    
   4.159714       4.226491       4.293899       4.361945       4.430641    
   4.499965       4.569285       4.637981       4.706027       4.773435    
   4.840212       4.906369       4.971904       5.036831       5.101152    
   5.164871       5.227998       5.290533       5.352487       5.413861    
   5.474664       5.534898       5.594569       5.653685       5.712248    
   5.770265       5.827738       5.884676       5.941084       5.996964    
   6.052321       6.107164       6.161492       6.215312       6.268629    
   6.321450       6.373775       6.425609       6.476960       6.527831    
   6.578224       6.628144       6.677597       6.726583       6.775108    
   6.823177       6.870787       6.917939       6.964613       7.010750    
   7.056140       7.100424       7.143714       7.186436       7.228746    
   7.270698       7.312321       7.353630       7.394634       7.435343    
   7.475760       7.515893       7.555762       7.595401       7.634824    
   7.674028       7.712994       7.751718       7.790184       7.828385    
   7.866309       7.903941       7.941241       7.978189       8.014774    
   8.050996       8.086865       8.122381       8.157555       8.192389    
   8.226903       8.261127       8.295114       8.328908       8.362526    
   8.395980       8.429277       8.462437       8.495522       8.528810    
   8.562367       8.596232       8.630418       8.664878       8.699454    
   8.733963       8.768281       8.802341       8.836103       8.869571    
   8.902642       8.935283       8.967683       9.000000     -3.7419209E-08
  3.2355439E-02  6.4800538E-02  9.7505845E-02  0.1306726      0.1642657    
  0.1981823      0.2324203      0.2669387      0.3016621      0.3364609    
  0.3711350      0.4055173      0.4395547      0.4732594      0.5066699    
  0.5398573      0.5731021      0.6064625      0.6399648      0.6736203    
  0.7074365      0.7414294      0.7756511      0.8101584      0.8449848    
  0.8801493      0.9156557      0.9515159      0.9877334       1.024311    
   1.061252       1.098548       1.136171       1.174085       1.212266    
   1.250702       1.289381       1.328294       1.367428       1.406768    
   1.446306       1.486059       1.526064       1.566337       1.606892    
   1.647732       1.688869       1.730307       1.772070       1.814187    
   1.856722       1.899845       1.944008       1.989329       2.035431    
   2.082082       2.129220       2.176818       2.224879       2.273398    
   2.322381       2.371826       2.421742       2.472132       2.523000    
   2.574347       2.626179       2.678502       2.731321       2.784636    
   2.838454       2.892784       2.947622       3.002978       3.058857    
