station,y,u
0.0254,0.05104999989,0.7160000205
0.0254,0.05612999946,0.7160000205
0.0254,0.06120999902,0.7160000205
0.0254,0.06628999859,0.7149999738
0.0254,0.07137000561,0.7120000124
0.0508,0.0,0.0
0.0508,0.001519999932,-0.0120000001
0.0508,0.002790000057,-0.003000000026
0.0508,0.006599999964,0.04100000113
0.0508,0.01040999964,0.1010000035
0.0508,0.01549000014,0.2029999942
0.0508,0.02056999877,0.3280000091
0.0508,0.0256500002,0.4449999928
0.0508,0.03072999977,0.5659999847
0.0508,0.03581000119,0.6499999762
0.0508,0.04089000076,0.7039999962
0.0508,0.04597000033,0.7099999785
0.0508,0.05104999989,0.7099999785
0.0508,0.05612999946,0.7049999833
0.0508,0.06120999902,0.7080000043
0.0508,0.06628999859,0.7059999704
0.0508,0.07137000561,0.7030000091
0.1016,0.0,0.0
0.1016,0.001519999932,-0.02099999972
0.1016,0.002790000057,-0.01400000043
0.1016,0.006599999964,0.01700000092
0.1016,0.01040999964,0.06100000069
0.1016,0.01549000014,0.1439999938
0.1016,0.02056999877,0.2409999967
0.1016,0.0256500002,0.351000011
0.1016,0.03072999977,0.4609999955
0.1016,0.03581000119,0.5640000105
0.1016,0.04089000076,0.6480000019
0.1016,0.04597000033,0.6919999719
0.1016,0.05104999989,0.6980000138
0.1016,0.05612999946,0.6949999928
0.1016,0.06120999902,0.6940000057
0.1016,0.06628999859,0.6930000186
0.1016,0.07137000561,0.6940000057
0.1524,0.0,0.0
0.1524,0.001519999932,-0.02199999988
0.1524,0.002790000057,-0.01300000027
0.1524,0.006599999964,0.01400000043
0.1524,0.01040999964,0.05200000107
0.1524,0.01549000014,0.1150000021
0.1524,0.02056999877,0.201000005
0.1524,0.0256500002,0.2870000005
0.1524,0.03072999977,0.3729999959
0.1524,0.03581000119,0.4799999893
0.1524,0.04089000076,0.5600000024
0.1524,0.04597000033,0.6430000067
0.1524,0.05104999989,0.67900002
0.1524,0.05612999946,0.6850000024
0.1524,0.06120999902,0.6840000153
0.1524,0.06628999859,0.6819999814
0.1524,0.07137000561,0.6819999814
0.2286,0.0,0.0
0.2286,0.001519999932,0.003000000026
0.2286,0.002790000057,0.009999999776
0.2286,0.006599999964,0.03400000185
0.2286,0.01040999964,0.06199999899
0.2286,0.01549000014,0.1099999994
0.2286,0.02056999877,0.1870000064
0.2286,0.0256500002,0.2450000048
0.2286,0.03072999977,0.326000005
0.2286,0.03581000119,0.4090000093
0.2286,0.04089000076,0.4920000136
0.2286,0.04597000033,0.5659999847
0.2286,0.05104999989,0.6269999743
0.2286,0.05612999946,0.6600000262
0.2286,0.06120999902,0.6639999747
0.2286,0.06628999859,0.6639999747
0.2286,0.07137000561,0.6610000134
0.3048,0.0,0.0
0.3048,0.001519999932,0.03999999911
0.3048,0.002790000057,0.05200000107
0.3048,0.006599999964,0.07999999821
0.3048,0.01040999964,0.1059999987
0.3048,0.01549000014,0.1509999931
0.3048,0.02056999877,0.2039999962
0.3048,0.0256500002,0.2689999938
0.3048,0.03072999977,0.3319999874
0.3048,0.03581000119,0.398999989
0.3048,0.04089000076,0.4600000083
0.3048,0.04597000033,0.5230000019
0.3048,0.05104999989,0.5780000091
0.3048,0.05612999946,0.6129999757
0.3048,0.06120999902,0.6320000291
0.3048,0.06628999859,0.6380000114
0.3048,0.07137000561,0.6399999857
