Y/DEL995,U/UE
0.0268555,0.5635900057872
0.0289395223314,0.56113
0.029981520514155,0.565590030224
0.033107554011255,0.573319979776
0.039312233256205004,0.58314005144
0.04348029090195,0.596780046848
0.04764833556475,0.604810058656
0.048642958981199996,0.6091101171200001
0.0538530148097,0.6159000296
0.0590630706382,0.62156992032
0.06010508180389999,0.62076018672
0.06422573871745,0.6293802288
0.0715196870479,0.63813017936
0.07355645145949999,0.6360599824000001
0.09018111253200001,0.66008032368
0.1130105826789,0.6805000934400001
0.1410025910756,0.7029299336
0.1679995865675,0.7199299504000001
0.214700538027,0.75019028752
0.26244401997,0.7736102409600001
0.310187501913,0.79393038496
0.38800597594849995,0.8298303300800001
0.4782815857114999,0.8667304827200001
0.5913864059625,0.9082204424
0.7190334229079999,0.9452605977600002
0.8819654877745,0.9806905024000001
1.1009280483775,0.9995504926400001
1.3251499999999998,1.00001
