Y/DEL995,U/UE
0.016138200000000002,0.51216
0.018240706968186002,0.519909997602
0.021763841305080002,0.5424699612239999
0.023894759445906,0.549780006678
0.027417882326682002,0.559049980896
0.029548846291980003,0.57115983696
0.03236166694452,0.5771297797799999
0.03307194626052,0.5771297797799999
0.03659504622906,0.59369994468
0.0401181461976,0.60322980192
0.04435164004332,0.6041801532
0.04577219867532001,0.6116897821799999
0.057762286335300006,0.6318901133399999
0.0718830973821,0.65407018038
0.08813497549926001,0.67214002692
0.10506872175978,0.69070017276
0.136123851873,0.7141901438999999
0.16152435670259999,0.72641006118
0.21306428597279997,0.75201002682
0.24906284556419997,0.77051992308
0.32389993639919995,0.80453010726
0.3831681628722,0.8302398413999998
0.4714169310498,0.8613901902599999
0.5963458978398001,0.90321979452
0.7353956756765999,0.9468798494999999
0.9033985005348,0.9828800146199999
1.0982487379260002,0.9990398892599999
1.16175,1.00002
