Y/DEL995,U/UE
0.0210397,0.5141999739750001
0.022895045446540002,0.509
0.025640963326561,0.51471002761
0.028423992528274,0.5237900331600001
0.031169910408295,0.53268000236
0.03669882439432,0.54685003579
0.03762649711759,0.54145997636
0.04315546626313,0.555400051075
0.04961210813194,0.5690799675
0.056996422724019995,0.57524018975
0.06159760882726,0.58643023715
0.08831467151265998,0.6166499451999999
0.10582903103448998,0.6288299494
0.13714716950409997,0.65468029455
0.16850314740099998,0.67428006425
0.19893023906529997,0.6946601123999999
0.24776295769479997,0.724060258
0.3233127390096999,0.7653801512999999
0.3896972153122,0.80381021535
0.47816094227889994,0.8475504940999999
0.5813555693215,0.8956900897999999
0.7371304524426999,0.9498401374999998
0.9002525829618999,0.9858503071499999
1.1242299999999998,1.0000499999999999
