Y/DEL995,U/UE
0.0219665,0.48299
0.023981063514265,0.48923996460999997
0.02801017762056,0.49904998982
0.0350998843199,0.514500001215
0.042150901847649996,0.52720994505
0.04517263728005,0.5351797437
0.0502090783713,0.54193010265
0.0542382312443,0.54969976425
0.06028183133145,0.55627998085
0.06837890378245001,0.56631993095
0.07542979208785,0.5723897204999999
0.09460690571725,0.5940996775
0.11374512341930001,0.6102197601499999
0.13191494883045002,0.62585010175
0.165193968293,0.653359896
0.20858424897599998,0.6807797061499999
0.25902619329849996,0.7174699471999999
0.312489356164,0.75275974605
0.380054554085,0.79735979635
0.4769079976335,0.8521999337999999
0.5818210391515,0.9003600447
0.7200114202415,0.94606007305
0.8925271341619999,0.9827797916500001
1.1023131582695,0.9986997372499999
1.31419,1.00014
