%
% Basic inner-scaled statistics for turbulent flow in a circular pipe
%
% See the following reference for details
% 
% Pirozzoli, S., Romero, J., Fatica, M., Verzicco, R., & Orlandi, P. (2021). 
% One-point statistics for turbulent pipe flow up to $\Rey_{\tau} \approx 6000$
% arXiv preprint arXiv:2103.13383.
%
% The flow parameters are as follows:
%
%  N_z                         = 3072
%  N_r                         =  399
%  N_theta                     = 3072
%  Streamwise domain size      = 15 R
%  Bulk Reynolds number        = 82500
%  Friction Reynolds number    = 1976.0
%  Friction coefficient        = 0.01836
%
%  Flow variables
%  
%        y^+                  U_z^+               P^+                 u_z^2              u_r^2              u_t^2                u_z u_r              p^2
%
    0.1644595301E+03    0.1776462980E+02   -0.1298675587E+01    0.4459269440E+01    0.1224706631E+01    0.1916582119E+01    0.9012839283E+00    0.6531360468E+01
    0.1681566060E+03    0.1782495585E+02   -0.1299340117E+01    0.4449111814E+01    0.1223840046E+01    0.1907159721E+01    0.8997408496E+00    0.6483495840E+01
    0.1718706695E+03    0.1788445128E+02   -0.1299957280E+01    0.4438987768E+01    0.1222937116E+01    0.1897960459E+01    0.8981777788E+00    0.6436477465E+01
    0.1756015626E+03    0.1794314223E+02   -0.1300527378E+01    0.4428894500E+01    0.1221997760E+01    0.1888982048E+01    0.8965959750E+00    0.6390237037E+01
    0.1793491330E+03    0.1800104518E+02   -0.1301051261E+01    0.4418819558E+01    0.1221022482E+01    0.1880202495E+01    0.8949959652E+00    0.6344701922E+01
    0.1831132319E+03    0.1805817457E+02   -0.1301531363E+01    0.4408726992E+01    0.1220013368E+01    0.1871587708E+01    0.8933770309E+00    0.6299820763E+01
    0.1868937154E+03    0.1811455159E+02   -0.1301970142E+01    0.4398583929E+01    0.1218972703E+01    0.1863122411E+01    0.8917372578E+00    0.6255555325E+01
    0.1906904434E+03    0.1817020301E+02   -0.1302369305E+01    0.4388390058E+01    0.1217901988E+01    0.1854802579E+01    0.8900740731E+00    0.6211867840E+01
    0.1945032793E+03    0.1822515546E+02   -0.1302730003E+01    0.4378158780E+01    0.1216802050E+01    0.1846624261E+01    0.8883867555E+00    0.6168728019E+01
    0.1983320905E+03    0.1827942755E+02   -0.1303052681E+01    0.4367903494E+01    0.1215673074E+01    0.1838580460E+01    0.8866772830E+00    0.6126121994E+01
    0.2021767472E+03    0.1833303090E+02   -0.1303337650E+01    0.4357634390E+01    0.1214515153E+01    0.1830663841E+01    0.8849481333E+00    0.6084054142E+01
    0.2060371235E+03    0.1838597994E+02   -0.1303586216E+01    0.4347349024E+01    0.1213329413E+01    0.1822868885E+01    0.8832016452E+00    0.6042536406E+01
    0.2099130957E+03    0.1843829265E+02   -0.1303800688E+01    0.4337026938E+01    0.1212118023E+01    0.1815190845E+01    0.8814405187E+00    0.6001573460E+01
    0.2138045434E+03    0.1848998519E+02   -0.1303983292E+01    0.4326644898E+01    0.1210883080E+01    0.1807614701E+01    0.8796673716E+00    0.5961155973E+01
    0.2177113486E+03    0.1854107181E+02   -0.1304135530E+01    0.4316195110E+01    0.1209625869E+01    0.1800128419E+01    0.8778851223E+00    0.5921269377E+01
    0.2216333966E+03    0.1859156724E+02   -0.1304258128E+01    0.4305667278E+01    0.1208346892E+01    0.1792732437E+01    0.8760970319E+00    0.5881896379E+01
    0.2255705741E+03    0.1864148560E+02   -0.1304352077E+01    0.4295037863E+01    0.1207046949E+01    0.1785432160E+01    0.8743037208E+00    0.5843013492E+01
    0.2295227711E+03    0.1869084141E+02   -0.1304419260E+01    0.4284302057E+01    0.1205727794E+01    0.1778236407E+01    0.8725024911E+00    0.5804597633E+01
    0.2334898790E+03    0.1873964890E+02   -0.1304462322E+01    0.4273487877E+01    0.1204392091E+01    0.1771150209E+01    0.8706925734E+00    0.5766641945E+01
    0.2374717922E+03    0.1878791997E+02   -0.1304485055E+01    0.4262630410E+01    0.1203043482E+01    0.1764166996E+01    0.8688768594E+00    0.5729153923E+01
    0.2414684064E+03    0.1883566541E+02   -0.1304490691E+01    0.4251750114E+01    0.1201684964E+01    0.1757278723E+01    0.8670570165E+00    0.5692143764E+01
    0.2454796200E+03    0.1888289674E+02   -0.1304479691E+01    0.4240834212E+01    0.1200316754E+01    0.1750478239E+01    0.8652306950E+00    0.5655612129E+01
    0.2495053326E+03    0.1892962706E+02   -0.1304449763E+01    0.4229846960E+01    0.1198936324E+01    0.1743756461E+01    0.8633931847E+00    0.5619526321E+01
    0.2535454463E+03    0.1897586987E+02   -0.1304397499E+01    0.4218762842E+01    0.1197540075E+01    0.1737098372E+01    0.8615402890E+00    0.5583827295E+01
    0.2575998643E+03    0.1902163758E+02   -0.1304320054E+01    0.4207567658E+01    0.1196125023E+01    0.1730489948E+01    0.8596700819E+00    0.5548456411E+01
    0.2616684923E+03    0.1906694111E+02   -0.1304215346E+01    0.4196245587E+01    0.1194689023E+01    0.1723933538E+01    0.8577823528E+00    0.5513371517E+01
    0.2657512369E+03    0.1911179101E+02   -0.1304081566E+01    0.4184810831E+01    0.1193230217E+01    0.1717425247E+01    0.8558770906E+00    0.5478560172E+01
    0.2698480066E+03    0.1915619772E+02   -0.1303917401E+01    0.4173294720E+01    0.1191747169E+01    0.1710954453E+01    0.8539549428E+00    0.5444040196E+01
    0.2739587113E+03    0.1920017098E+02   -0.1303721939E+01    0.4161710425E+01    0.1190238835E+01    0.1704526671E+01    0.8520186823E+00    0.5409830914E+01
    0.2780832630E+03    0.1924372033E+02   -0.1303494632E+01    0.4150066782E+01    0.1188704586E+01    0.1698154701E+01    0.8500711252E+00    0.5375939311E+01
    0.2822215742E+03    0.1928685507E+02   -0.1303236520E+01    0.4138387707E+01    0.1187145331E+01    0.1691841191E+01    0.8481124541E+00    0.5342380725E+01
    0.2863735593E+03    0.1932958401E+02   -0.1302950458E+01    0.4126685701E+01    0.1185563739E+01    0.1685588221E+01    0.8461421595E+00    0.5309172905E+01
    0.2905391344E+03    0.1937191514E+02   -0.1302639278E+01    0.4114966429E+01    0.1183962459E+01    0.1679398757E+01    0.8441620423E+00    0.5276310126E+01
    0.2947182162E+03    0.1941385571E+02   -0.1302304588E+01    0.4103250897E+01    0.1182343125E+01    0.1673269322E+01    0.8421757122E+00    0.5243771213E+01
    0.2989107231E+03    0.1945541469E+02   -0.1301948349E+01    0.4091552336E+01    0.1180707747E+01    0.1667194849E+01    0.8401857219E+00    0.5211545364E+01
    0.3031165748E+03    0.1949660378E+02   -0.1301573647E+01    0.4079859056E+01    0.1179059315E+01    0.1661162919E+01    0.8381919067E+00    0.5179637048E+01
    0.3073356917E+03    0.1953743433E+02   -0.1301183160E+01    0.4068145618E+01    0.1177400454E+01    0.1655172396E+01    0.8361927297E+00    0.5148055536E+01
    0.3115679961E+03    0.1957791353E+02   -0.1300779107E+01    0.4056393010E+01    0.1175733386E+01    0.1649237156E+01    0.8341873149E+00    0.5116808946E+01
    0.3158134109E+03    0.1961804408E+02   -0.1300364517E+01    0.4044588708E+01    0.1174061027E+01    0.1643356362E+01    0.8321752025E+00    0.5085903001E+01
    0.3200718603E+03    0.1965782899E+02   -0.1299942778E+01    0.4032726625E+01    0.1172386639E+01    0.1637511702E+01    0.8301549455E+00    0.5055345796E+01
    0.3243432698E+03    0.1969727472E+02   -0.1299516144E+01    0.4020798626E+01    0.1170712394E+01    0.1631691378E+01    0.8281232328E+00    0.5025145651E+01
    0.3286275655E+03    0.1973639108E+02   -0.1299084630E+01    0.4008776603E+01    0.1169038310E+01    0.1625914858E+01    0.8260759211E+00    0.4995296396E+01
    0.3329246749E+03    0.1977518747E+02   -0.1298646247E+01    0.3996647897E+01    0.1167362361E+01    0.1620196957E+01    0.8240116917E+00    0.4965776280E+01
    0.3372345264E+03    0.1981366784E+02   -0.1298198165E+01    0.3984429394E+01    0.1165681555E+01    0.1614525496E+01    0.8219336401E+00    0.4936556083E+01
    0.3415570493E+03    0.1985183179E+02   -0.1297737252E+01    0.3972140094E+01    0.1163992636E+01    0.1608886892E+01    0.8198465066E+00    0.4907599934E+01
    0.3458921741E+03    0.1988967912E+02   -0.1297260117E+01    0.3959808298E+01    0.1162292192E+01    0.1603282903E+01    0.8177540150E+00    0.4878868277E+01
    0.3502398316E+03    0.1992721420E+02   -0.1296763863E+01    0.3947467291E+01    0.1160577284E+01    0.1597718591E+01    0.8156575618E+00    0.4850338131E+01
    0.3545999547E+03    0.1996444743E+02   -0.1296246748E+01    0.3935130477E+01    0.1158846101E+01    0.1592186895E+01    0.8135555784E+00    0.4822003743E+01
    0.3589724760E+03    0.2000139076E+02   -0.1295708107E+01    0.3922786654E+01    0.1157097880E+01    0.1586676766E+01    0.8114456412E+00    0.4793861504E+01
    0.3633573294E+03    0.2003805280E+02   -0.1295148216E+01    0.3910430679E+01    0.1155332862E+01    0.1581184787E+01    0.8093275356E+00    0.4765910254E+01
    0.3677544501E+03    0.2007443882E+02   -0.1294568364E+01    0.3898066262E+01    0.1153552355E+01    0.1575712834E+01    0.8072024843E+00    0.4738158407E+01
    0.3721637734E+03    0.2011055499E+02   -0.1293970118E+01    0.3885690900E+01    0.1151757891E+01    0.1570270026E+01    0.8050697904E+00    0.4710623312E+01
    0.3765852360E+03    0.2014641071E+02   -0.1293354214E+01    0.3873299998E+01    0.1149950170E+01    0.1564874782E+01    0.8029262104E+00    0.4683328237E+01
    0.3810187751E+03    0.2018201431E+02   -0.1292721271E+01    0.3860898786E+01    0.1148129682E+01    0.1559526826E+01    0.8007699350E+00    0.4656301210E+01
    0.3854643287E+03    0.2021736843E+02   -0.1292072297E+01    0.3848499645E+01    0.1146297259E+01    0.1554205572E+01    0.7986038530E+00    0.4629554195E+01
    0.3899218355E+03    0.2025247441E+02   -0.1291407281E+01    0.3836099740E+01    0.1144452866E+01    0.1548901696E+01    0.7964328237E+00    0.4603074484E+01
    0.3943912356E+03    0.2028733777E+02   -0.1290725056E+01    0.3823673023E+01    0.1142595338E+01    0.1543615856E+01    0.7942595172E+00    0.4576843122E+01
    0.3988724687E+03    0.2032196332E+02   -0.1290024913E+01    0.3811190212E+01    0.1140723837E+01    0.1538354063E+01    0.7920833190E+00    0.4550845790E+01
    0.4033654763E+03    0.2035635206E+02   -0.1289307126E+01    0.3798640608E+01    0.1138838542E+01    0.1533130841E+01    0.7899011671E+00    0.4525071563E+01
    0.4078701999E+03    0.2039050663E+02   -0.1288572396E+01    0.3786020947E+01    0.1136940058E+01    0.1527959214E+01    0.7877092413E+00    0.4499509583E+01
    0.4123865821E+03    0.2042443268E+02   -0.1287821618E+01    0.3773323327E+01    0.1135029183E+01    0.1522842764E+01    0.7855052456E+00    0.4474147871E+01
    0.4169145659E+03    0.2045813513E+02   -0.1287056603E+01    0.3760547377E+01    0.1133107712E+01    0.1517782368E+01    0.7832906459E+00    0.4448981463E+01
    0.4214540954E+03    0.2049161773E+02   -0.1286280207E+01    0.3747695452E+01    0.1131178490E+01    0.1512778152E+01    0.7810697323E+00    0.4424021127E+01
    0.4260051147E+03    0.2052488471E+02   -0.1285494872E+01    0.3734753954E+01    0.1129243842E+01    0.1507820569E+01    0.7788448240E+00    0.4399285400E+01
    0.4305675690E+03    0.2055794203E+02   -0.1284700670E+01    0.3721704902E+01    0.1127303708E+01    0.1502893665E+01    0.7766147110E+00    0.4374780250E+01
    0.4351414041E+03    0.2059079465E+02   -0.1283894910E+01    0.3708550602E+01    0.1125355370E+01    0.1497993341E+01    0.7743780880E+00    0.4350497849E+01
    0.4397265665E+03    0.2062344602E+02   -0.1283074446E+01    0.3695303366E+01    0.1123395624E+01    0.1493131048E+01    0.7721351836E+00    0.4326431930E+01
    0.4443230028E+03    0.2065590114E+02   -0.1282237426E+01    0.3681977636E+01    0.1121422394E+01    0.1488312726E+01    0.7698865749E+00    0.4302576997E+01
    0.4489306611E+03    0.2068816793E+02   -0.1281382204E+01    0.3668595139E+01    0.1119433843E+01    0.1483536279E+01    0.7676310540E+00    0.4278918551E+01
    0.4535494889E+03    0.2072025516E+02   -0.1280507282E+01    0.3655171268E+01    0.1117428359E+01    0.1478796130E+01    0.7653645581E+00    0.4255444754E+01
    0.4581794355E+03    0.2075216918E+02   -0.1279612970E+01    0.3641720778E+01    0.1115406093E+01    0.1474085559E+01    0.7630837446E+00    0.4232161364E+01
    0.4628204500E+03    0.2078391365E+02   -0.1278700834E+01    0.3628260769E+01    0.1113368498E+01    0.1469404399E+01    0.7607905258E+00    0.4209078717E+01
    0.4674724822E+03    0.2081549100E+02   -0.1277771681E+01    0.3614790677E+01    0.1111316296E+01    0.1464753610E+01    0.7584906530E+00    0.4186187770E+01
    0.4721354825E+03    0.2084690347E+02   -0.1276824971E+01    0.3601295968E+01    0.1109248890E+01    0.1460121972E+01    0.7561885545E+00    0.4163457724E+01
    0.4768094018E+03    0.2087815268E+02   -0.1275859520E+01    0.3587775780E+01    0.1107165148E+01    0.1455488697E+01    0.7538852230E+00    0.4140853376E+01
    0.4814941916E+03    0.2090923931E+02   -0.1274874504E+01    0.3574240565E+01    0.1105064312E+01    0.1450844953E+01    0.7515793524E+00    0.4118352174E+01
    0.4861898041E+03    0.2094016476E+02   -0.1273870279E+01    0.3560681806E+01    0.1102946700E+01    0.1446203938E+01    0.7492690820E+00    0.4095949893E+01
    0.4908961914E+03    0.2097093077E+02   -0.1272848335E+01    0.3547087070E+01    0.1100813686E+01    0.1441591206E+01    0.7469537150E+00    0.4073651081E+01
    0.4956133069E+03    0.2100153708E+02   -0.1271810267E+01    0.3533458999E+01    0.1098666759E+01    0.1437029362E+01    0.7446331247E+00    0.4051455302E+01
    0.5003411038E+03    0.2103198520E+02   -0.1270757114E+01    0.3519799502E+01    0.1096506864E+01    0.1432522604E+01    0.7423056192E+00    0.4029355848E+01
    0.5050795363E+03    0.2106228106E+02   -0.1269689720E+01    0.3506105218E+01    0.1094334728E+01    0.1428053565E+01    0.7399693203E+00    0.4007347737E+01
    0.5098285586E+03    0.2109242779E+02   -0.1268609565E+01    0.3492379802E+01    0.1092151726E+01    0.1423604919E+01    0.7376256596E+00    0.3985433337E+01
    0.5145881259E+03    0.2112242377E+02   -0.1267519341E+01    0.3478634775E+01    0.1089960434E+01    0.1419164322E+01    0.7352783341E+00    0.3963623496E+01
    0.5193581933E+03    0.2115226810E+02   -0.1266422138E+01    0.3464878789E+01    0.1087763858E+01    0.1414718046E+01    0.7329291947E+00    0.3941941790E+01
    0.5241387168E+03    0.2118196275E+02   -0.1265319898E+01    0.3451120018E+01    0.1085564071E+01    0.1410258913E+01    0.7305773822E+00    0.3920416003E+01
    0.5289296527E+03    0.2121151213E+02   -0.1264213064E+01    0.3437377252E+01    0.1083361699E+01    0.1405778175E+01    0.7282209461E+00    0.3899058848E+01
    0.5337309579E+03    0.2124092348E+02   -0.1263100633E+01    0.3423659144E+01    0.1081155893E+01    0.1401288121E+01    0.7258573578E+00    0.3877861546E+01
    0.5385425892E+03    0.2127020461E+02   -0.1261980739E+01    0.3409946111E+01    0.1078944832E+01    0.1396821882E+01    0.7234843554E+00    0.3856801192E+01
    0.5433645044E+03    0.2129936056E+02   -0.1260851511E+01    0.3396220505E+01    0.1076726477E+01    0.1392393485E+01    0.7211017060E+00    0.3835857324E+01
    0.5481966614E+03    0.2132839238E+02   -0.1259710911E+01    0.3382472790E+01    0.1074498570E+01    0.1387999141E+01    0.7187099512E+00    0.3815024932E+01
    0.5530390188E+03    0.2135729707E+02   -0.1258556616E+01    0.3368691825E+01    0.1072258635E+01    0.1383638743E+01    0.7163078003E+00    0.3794310567E+01
    0.5578915351E+03    0.2138606972E+02   -0.1257386947E+01    0.3354884095E+01    0.1070004858E+01    0.1379313086E+01    0.7138937858E+00    0.3773732341E+01
    0.5627541699E+03    0.2141470658E+02   -0.1256201273E+01    0.3341057837E+01    0.1067736443E+01    0.1375011024E+01    0.7114696657E+00    0.3753316203E+01
    0.5676268827E+03    0.2144320738E+02   -0.1254999564E+01    0.3327205979E+01    0.1065453311E+01    0.1370714378E+01    0.7090394541E+00    0.3733074076E+01
    0.5725096336E+03    0.2147157470E+02   -0.1253782953E+01    0.3313314403E+01    0.1063156609E+01    0.1366403532E+01    0.7066057876E+00    0.3713001565E+01
    0.5774023826E+03    0.2149981143E+02   -0.1252554234E+01    0.3299381083E+01    0.1060849215E+01    0.1362065308E+01    0.7041695965E+00    0.3693092883E+01
    0.5823050910E+03    0.2152791800E+02   -0.1251316944E+01    0.3285421771E+01    0.1058534762E+01    0.1357694320E+01    0.7017316844E+00    0.3673351619E+01
    0.5872177196E+03    0.2155589460E+02   -0.1250072949E+01    0.3271448224E+01    0.1056215268E+01    0.1353288445E+01    0.6992916435E+00    0.3653777967E+01
