%
% Basic inner-scaled statistics for turbulent flow in a circular pipe
%
% See the following reference for details
% 
% Pirozzoli, S., Romero, J., Fatica, M., Verzicco, R., & Orlandi, P. (2021). 
% One-point statistics for turbulent pipe flow up to $\Rey_{\tau} \approx 6000$
% arXiv preprint arXiv:2103.13383.
%
% The flow parameters are as follows:
%
%  N_z                         = 4608
%  N_r                         =  540
%  N_theta                     = 4608
%  Streamwise domain size      = 15 R
%  Bulk Reynolds number        = 133000
%  Friction Reynolds number    = 3028.1
%  Friction coefficient        = 0.01659
%
%  Flow variables
%  
%        y^+                  U_z^+               P^+                 u_z^2              u_r^2              u_t^2                u_z u_r              p^2
%
    0.1426659346E+04    0.2426474797E+02   -0.1165869878E+01    0.2440478897E+01    0.8944218216E+00    0.1088206503E+01    0.5278405328E+00    0.2547177826E+01
    0.1432873471E+04    0.2428035422E+02   -0.1164515829E+01    0.2430985499E+01    0.8923105086E+00    0.1084895522E+01    0.5257904322E+00    0.2535581435E+01
    0.1439094262E+04    0.2429592110E+02   -0.1163159398E+01    0.2421543637E+01    0.8901978406E+00    0.1081581764E+01    0.5237393305E+00    0.2523977941E+01
    0.1445321704E+04    0.2431144683E+02   -0.1161797568E+01    0.2412170980E+01    0.8880808359E+00    0.1078257074E+01    0.5216897733E+00    0.2512355296E+01
    0.1451555785E+04    0.2432693407E+02   -0.1160428335E+01    0.2402868252E+01    0.8859575219E+00    0.1074909472E+01    0.5196416806E+00    0.2500713664E+01
    0.1457796489E+04    0.2434238496E+02   -0.1159050940E+01    0.2393622070E+01    0.8838272052E+00    0.1071543643E+01    0.5175933455E+00    0.2489056358E+01
    0.1464043804E+04    0.2435779846E+02   -0.1157665663E+01    0.2384416715E+01    0.8816902596E+00    0.1068174298E+01    0.5155435921E+00    0.2477388050E+01
    0.1470297714E+04    0.2437317305E+02   -0.1156273812E+01    0.2375234026E+01    0.8795479826E+00    0.1064810692E+01    0.5134921170E+00    0.2465720657E+01
    0.1476558208E+04    0.2438850802E+02   -0.1154877258E+01    0.2366057969E+01    0.8774021752E+00    0.1061451982E+01    0.5114391960E+00    0.2454070830E+01
    0.1482825269E+04    0.2440380350E+02   -0.1153477740E+01    0.2356887444E+01    0.8752546036E+00    0.1058095977E+01    0.5093856721E+00    0.2442450200E+01
    0.1489098887E+04    0.2441906252E+02   -0.1152076856E+01    0.2347723691E+01    0.8731068845E+00    0.1054739422E+01    0.5073316325E+00    0.2430860789E+01
    0.1495379046E+04    0.2443429052E+02   -0.1150675464E+01    0.2338553416E+01    0.8709598582E+00    0.1051372815E+01    0.5052767888E+00    0.2419296802E+01
    0.1501665733E+04    0.2444948785E+02   -0.1149273334E+01    0.2329376227E+01    0.8688133691E+00    0.1047993733E+01    0.5032219870E+00    0.2407753407E+01
    0.1507958935E+04    0.2446464859E+02   -0.1147870280E+01    0.2320205873E+01    0.8666672941E+00    0.1044604298E+01    0.5011675886E+00    0.2396237478E+01
    0.1514258639E+04    0.2447976956E+02   -0.1146466381E+01    0.2311040861E+01    0.8645217459E+00    0.1041203836E+01    0.4991120521E+00    0.2384760706E+01
    0.1520564831E+04    0.2449485103E+02   -0.1145061280E+01    0.2301867581E+01    0.8623764940E+00    0.1037792453E+01    0.4970532015E+00    0.2373327229E+01
    0.1526877498E+04    0.2450989283E+02   -0.1143654570E+01    0.2292669170E+01    0.8602312591E+00    0.1034370792E+01    0.4949887730E+00    0.2361938328E+01
    0.1533196627E+04    0.2452489399E+02   -0.1142246621E+01    0.2283438462E+01    0.8580864661E+00    0.1030933738E+01    0.4929164998E+00    0.2350599380E+01
    0.1539522206E+04    0.2453985365E+02   -0.1140838711E+01    0.2274187358E+01    0.8559434946E+00    0.1027477098E+01    0.4908357787E+00    0.2339319876E+01
    0.1545854220E+04    0.2455477205E+02   -0.1139432570E+01    0.2264922540E+01    0.8538042063E+00    0.1024006532E+01    0.4887483438E+00    0.2328110362E+01
    0.1552192656E+04    0.2456965021E+02   -0.1138029410E+01    0.2255637811E+01    0.8516699040E+00    0.1020529026E+01    0.4866565397E+00    0.2316974063E+01
    0.1558537504E+04    0.2458449036E+02   -0.1136629320E+01    0.2246332029E+01    0.8495407338E+00    0.1017045176E+01    0.4845618854E+00    0.2305906745E+01
    0.1564888749E+04    0.2459929365E+02   -0.1135231338E+01    0.2237010157E+01    0.8474157700E+00    0.1013553627E+01    0.4824651195E+00    0.2294902445E+01
    0.1571246378E+04    0.2461405766E+02   -0.1133833823E+01    0.2227672995E+01    0.8452933818E+00    0.1010058178E+01    0.4803666719E+00    0.2283950186E+01
    0.1577610379E+04    0.2462878034E+02   -0.1132435218E+01    0.2218314207E+01    0.8431720446E+00    0.1006567486E+01    0.4782672311E+00    0.2273035097E+01
    0.1583980740E+04    0.2464346105E+02   -0.1131034931E+01    0.2208929781E+01    0.8410511814E+00    0.1003079739E+01    0.4761676932E+00    0.2262150433E+01
    0.1590357447E+04    0.2465809919E+02   -0.1129633252E+01    0.2199519379E+01    0.8389310595E+00    0.9995820304E+00    0.4740683901E+00    0.2251300288E+01
    0.1596740489E+04    0.2467269455E+02   -0.1128229933E+01    0.2190089097E+01    0.8368114840E+00    0.9960766549E+00    0.4719695564E+00    0.2240482101E+01
    0.1603129853E+04    0.2468724697E+02   -0.1126823412E+01    0.2180655270E+01    0.8346909992E+00    0.9925841685E+00    0.4698722717E+00    0.2229677209E+01
    0.1609525526E+04    0.2470175607E+02   -0.1125412165E+01    0.2171234629E+01    0.8325681004E+00    0.9891191297E+00    0.4677775119E+00    0.2218865947E+01
    0.1615927496E+04    0.2471622048E+02   -0.1123996364E+01    0.2161829684E+01    0.8304428037E+00    0.9856747947E+00    0.4656846737E+00    0.2208047651E+01
    0.1622335752E+04    0.2473063756E+02   -0.1122577385E+01    0.2152436174E+01    0.8283163853E+00    0.9822446195E+00    0.4635921624E+00    0.2197236168E+01
    0.1628750280E+04    0.2474500576E+02   -0.1121156660E+01    0.2143056461E+01    0.8261902483E+00    0.9788328546E+00    0.4614985411E+00    0.2186445418E+01
    0.1635171069E+04    0.2475932673E+02   -0.1119735366E+01    0.2133692407E+01    0.8240655562E+00    0.9754371805E+00    0.4594022727E+00    0.2175682424E+01
    0.1641598106E+04    0.2477360326E+02   -0.1118314816E+01    0.2124339817E+01    0.8219436204E+00    0.9720582862E+00    0.4573020349E+00    0.2164944020E+01
    0.1648031380E+04    0.2478783680E+02   -0.1116896908E+01    0.2114998355E+01    0.8198262944E+00    0.9686963561E+00    0.4551972560E+00    0.2154223964E+01
    0.1654470879E+04    0.2480202806E+02   -0.1115483378E+01    0.2105664826E+01    0.8177152603E+00    0.9653411646E+00    0.4530876790E+00    0.2143522311E+01
    0.1660916591E+04    0.2481617793E+02   -0.1114074162E+01    0.2096337207E+01    0.8156104430E+00    0.9619903750E+00    0.4509740647E+00    0.2132840499E+01
    0.1667368503E+04    0.2483028702E+02   -0.1112666775E+01    0.2087025086E+01    0.8135093721E+00    0.9586525036E+00    0.4488581993E+00    0.2122174263E+01
    0.1673826604E+04    0.2484435455E+02   -0.1111257354E+01    0.2077734484E+01    0.8114081890E+00    0.9553322232E+00    0.4467407978E+00    0.2111518604E+01
    0.1680290883E+04    0.2485837903E+02   -0.1109842394E+01    0.2068457978E+01    0.8093033615E+00    0.9520360286E+00    0.4446209211E+00    0.2100866209E+01
    0.1686761327E+04    0.2487236139E+02   -0.1108420214E+01    0.2059177432E+01    0.8071931059E+00    0.9487663627E+00    0.4424969496E+00    0.2090207215E+01
    0.1693237926E+04    0.2488630435E+02   -0.1106991392E+01    0.2049882112E+01    0.8050778517E+00    0.9455136875E+00    0.4403671566E+00    0.2079538722E+01
    0.1699720667E+04    0.2490020863E+02   -0.1105557936E+01    0.2040577587E+01    0.8029595549E+00    0.9422633946E+00    0.4382305224E+00    0.2068867101E+01
    0.1706209539E+04    0.2491407208E+02   -0.1104122256E+01    0.2031271874E+01    0.8008406729E+00    0.9390084133E+00    0.4360878722E+00    0.2058200251E+01
    0.1712704530E+04    0.2492789201E+02   -0.1102686355E+01    0.2021968170E+01    0.7987232255E+00    0.9357553786E+00    0.4339422310E+00    0.2047546517E+01
    0.1719205630E+04    0.2494166744E+02   -0.1101251468E+01    0.2012674678E+01    0.7966084696E+00    0.9325168839E+00    0.4317976219E+00    0.2036915403E+01
    0.1725712826E+04    0.2495539926E+02   -0.1099818879E+01    0.2003408158E+01    0.7944976219E+00    0.9292924569E+00    0.4296563852E+00    0.2026321927E+01
    0.1732226108E+04    0.2496908891E+02   -0.1098390026E+01    0.1994180088E+01    0.7923920919E+00    0.9260667999E+00    0.4275172483E+00    0.2015781615E+01
    0.1738745464E+04    0.2498273599E+02   -0.1096965712E+01    0.1984985031E+01    0.7902927750E+00    0.9228390814E+00    0.4253769011E+00    0.2005301611E+01
    0.1745270883E+04    0.2499633803E+02   -0.1095546067E+01    0.1975819511E+01    0.7881998810E+00    0.9196269128E+00    0.4232339600E+00    0.1994881776E+01
    0.1751802354E+04    0.2500989219E+02   -0.1094131639E+01    0.1966687371E+01    0.7861139323E+00    0.9164437982E+00    0.4210903605E+00    0.1984521417E+01
    0.1758339865E+04    0.2502339757E+02   -0.1092724061E+01    0.1957580527E+01    0.7840364478E+00    0.9132881531E+00    0.4189483103E+00    0.1974226522E+01
    0.1764883407E+04    0.2503685636E+02   -0.1091324937E+01    0.1948486505E+01    0.7819689324E+00    0.9101475591E+00    0.4168070484E+00    0.1964001797E+01
    0.1771432966E+04    0.2505027141E+02   -0.1089933976E+01    0.1939413150E+01    0.7799111013E+00    0.9070131052E+00    0.4146633136E+00    0.1953838176E+01
    0.1777988534E+04    0.2506364437E+02   -0.1088548610E+01    0.1930382504E+01    0.7778605412E+00    0.9038860331E+00    0.4125139849E+00    0.1943718110E+01
    0.1784550098E+04    0.2507697606E+02   -0.1087166078E+01    0.1921396630E+01    0.7758145541E+00    0.9007689883E+00    0.4103573653E+00    0.1933632104E+01
    0.1791117649E+04    0.2509026696E+02   -0.1085784938E+01    0.1912437248E+01    0.7737716181E+00    0.8976548390E+00    0.4081930467E+00    0.1923578428E+01
    0.1797691175E+04    0.2510351757E+02   -0.1084404562E+01    0.1903491767E+01    0.7717310793E+00    0.8945376599E+00    0.4060223759E+00    0.1913551546E+01
    0.1804270665E+04    0.2511672826E+02   -0.1083025082E+01    0.1894562425E+01    0.7696931163E+00    0.8914222665E+00    0.4038487389E+00    0.1903544910E+01
    0.1810856108E+04    0.2512989758E+02   -0.1081647850E+01    0.1885647108E+01    0.7676591061E+00    0.8883108468E+00    0.4016756684E+00    0.1893560768E+01
    0.1817447495E+04    0.2514302243E+02   -0.1080274876E+01    0.1876733535E+01    0.7656310846E+00    0.8852027148E+00    0.3995046476E+00    0.1883606384E+01
    0.1824044814E+04    0.2515610058E+02   -0.1078907568E+01    0.1867814684E+01    0.7636104685E+00    0.8820914591E+00    0.3973353844E+00    0.1873686466E+01
    0.1830648056E+04    0.2516912966E+02   -0.1077545476E+01    0.1858902610E+01    0.7615969241E+00    0.8789753731E+00    0.3951673153E+00    0.1863797635E+01
    0.1837257208E+04    0.2518210832E+02   -0.1076186597E+01    0.1850015411E+01    0.7595885448E+00    0.8758610121E+00    0.3929999131E+00    0.1853926568E+01
    0.1843872262E+04    0.2519503842E+02   -0.1074828667E+01    0.1841161489E+01    0.7575831195E+00    0.8727488398E+00    0.3908320232E+00    0.1844055439E+01
    0.1850493205E+04    0.2520792152E+02   -0.1073470399E+01    0.1832334577E+01    0.7555794227E+00    0.8696339392E+00    0.3886609215E+00    0.1834171386E+01
    0.1857120030E+04    0.2522075674E+02   -0.1072112253E+01    0.1823518660E+01    0.7535779542E+00    0.8665114921E+00    0.3864831190E+00    0.1824275163E+01
    0.1863752723E+04    0.2523354165E+02   -0.1070755714E+01    0.1814701362E+01    0.7515802458E+00    0.8633765190E+00    0.3842982349E+00    0.1814379307E+01
    0.1870391276E+04    0.2524627431E+02   -0.1069401420E+01    0.1805884617E+01    0.7495871177E+00    0.8602356757E+00    0.3821106688E+00    0.1804495817E+01
    0.1877035679E+04    0.2525895510E+02   -0.1068048986E+01    0.1797081100E+01    0.7475983506E+00    0.8571007343E+00    0.3799256502E+00    0.1794631769E+01
    0.1883685920E+04    0.2527158671E+02   -0.1066698079E+01    0.1788288090E+01    0.7456136257E+00    0.8539757482E+00    0.3777452888E+00    0.1784795841E+01
    0.1890341991E+04    0.2528417162E+02   -0.1065348378E+01    0.1779491737E+01    0.7436326041E+00    0.8508554039E+00    0.3755693572E+00    0.1774994399E+01
    0.1897003880E+04    0.2529670991E+02   -0.1063998962E+01    0.1770693604E+01    0.7416543877E+00    0.8477323559E+00    0.3733970573E+00    0.1765221864E+01
    0.1903671577E+04    0.2530920184E+02   -0.1062648307E+01    0.1761895698E+01    0.7396775415E+00    0.8445967306E+00    0.3712263499E+00    0.1755467760E+01
    0.1910345074E+04    0.2532164912E+02   -0.1061294830E+01    0.1753090673E+01    0.7377006218E+00    0.8414433676E+00    0.3690532246E+00    0.1745725779E+01
    0.1917024359E+04    0.2533405447E+02   -0.1059937618E+01    0.1744269917E+01    0.7357228244E+00    0.8382834545E+00    0.3668726039E+00    0.1735989737E+01
    0.1923709423E+04    0.2534642108E+02   -0.1058577079E+01    0.1735436223E+01    0.7337445725E+00    0.8351338059E+00    0.3646802169E+00    0.1726249890E+01
    0.1930400255E+04    0.2535875109E+02   -0.1057214795E+01    0.1726598238E+01    0.7317673517E+00    0.8320006760E+00    0.3624747620E+00    0.1716502167E+01
    0.1937096847E+04    0.2537104643E+02   -0.1055851887E+01    0.1717762722E+01    0.7297922283E+00    0.8288870865E+00    0.3602589211E+00    0.1706755973E+01
    0.1943799187E+04    0.2538330909E+02   -0.1054488187E+01    0.1708937099E+01    0.7278190226E+00    0.8258063328E+00    0.3580378592E+00    0.1697022249E+01
    0.1950507267E+04    0.2539553841E+02   -0.1053123356E+01    0.1700129327E+01    0.7258472880E+00    0.8227677064E+00    0.3558159535E+00    0.1687308283E+01
    0.1957221077E+04    0.2540773132E+02   -0.1051757658E+01    0.1691342185E+01    0.7238771331E+00    0.8197593839E+00    0.3535944055E+00    0.1677623618E+01
    0.1963940607E+04    0.2541988412E+02   -0.1050391950E+01    0.1682573770E+01    0.7219092585E+00    0.8167627208E+00    0.3513724748E+00    0.1667979401E+01
    0.1970665846E+04    0.2543199322E+02   -0.1049027087E+01    0.1673826496E+01    0.7199444245E+00    0.8137665143E+00    0.3491506782E+00    0.1658378626E+01
    0.1977396787E+04    0.2544405695E+02   -0.1047663477E+01    0.1665101857E+01    0.7179831074E+00    0.8107658213E+00    0.3469304115E+00    0.1648811987E+01
    0.1984133419E+04    0.2545607679E+02   -0.1046301604E+01    0.1656394552E+01    0.7160258980E+00    0.8077633793E+00    0.3447109146E+00    0.1639276419E+01
    0.1990875732E+04    0.2546805515E+02   -0.1044941949E+01    0.1647696410E+01    0.7140733918E+00    0.8047634455E+00    0.3424895008E+00    0.1629782571E+01
    0.1997623718E+04    0.2547999368E+02   -0.1043584747E+01    0.1639004145E+01    0.7121259064E+00    0.8017677623E+00    0.3402646857E+00    0.1620345582E+01
    0.2004377365E+04    0.2549189262E+02   -0.1042230251E+01    0.1630323896E+01    0.7101837084E+00    0.7987800857E+00    0.3380377155E+00    0.1610978878E+01
    0.2011136667E+04    0.2550374847E+02   -0.1040878806E+01    0.1621669649E+01    0.7082471164E+00    0.7958044774E+00    0.3358102779E+00    0.1601690057E+01
    0.2017901612E+04    0.2551555661E+02   -0.1039530550E+01    0.1613047287E+01    0.7063162479E+00    0.7928485411E+00    0.3335816809E+00    0.1592477510E+01
    0.2024672192E+04    0.2552731707E+02   -0.1038185522E+01    0.1604448493E+01    0.7043911057E+00    0.7899249128E+00    0.3313506364E+00    0.1583334030E+01
    0.2031448396E+04    0.2553903156E+02   -0.1036844263E+01    0.1595869113E+01    0.7024720572E+00    0.7870434842E+00    0.3291178984E+00    0.1574252359E+01
    0.2038230217E+04    0.2555069985E+02   -0.1035507527E+01    0.1587314233E+01    0.7005596462E+00    0.7842013843E+00    0.3268849379E+00    0.1565225803E+01
    0.2045017645E+04    0.2556232177E+02   -0.1034176244E+01    0.1578781766E+01    0.6986546575E+00    0.7813910792E+00    0.3246529740E+00    0.1556254192E+01
    0.2051810669E+04    0.2557389646E+02   -0.1032851890E+01    0.1570263970E+01    0.6967584149E+00    0.7786036245E+00    0.3224227791E+00    0.1547348653E+01
    0.2058609283E+04    0.2558542110E+02   -0.1031535444E+01    0.1561756633E+01    0.6948718548E+00    0.7758325727E+00    0.3201924461E+00    0.1538518249E+01
    0.2065413476E+04    0.2559689296E+02   -0.1030226599E+01    0.1553246159E+01    0.6929946858E+00    0.7730745693E+00    0.3179580371E+00    0.1529760669E+01
    0.2072223239E+04    0.2560830886E+02   -0.1028924149E+01    0.1544719596E+01    0.6911257271E+00    0.7703247077E+00    0.3157174314E+00    0.1521065953E+01
    0.2079038563E+04    0.2561966639E+02   -0.1027626678E+01    0.1536168669E+01    0.6892636333E+00    0.7675748980E+00    0.3134712378E+00    0.1512420746E+01
    0.2085859439E+04    0.2563096587E+02   -0.1026333122E+01    0.1527589957E+01    0.6874074580E+00    0.7648188007E+00    0.3112209816E+00    0.1503813907E+01
    0.2092685858E+04    0.2564220741E+02   -0.1025043435E+01    0.1518994257E+01    0.6855572633E+00    0.7620532603E+00    0.3089678645E+00    0.1495242436E+01
    0.2099517812E+04    0.2565338923E+02   -0.1023758851E+01    0.1510400574E+01    0.6837144457E+00    0.7592718309E+00    0.3067128141E+00    0.1486710212E+01
    0.2106355291E+04    0.2566451009E+02   -0.1022481064E+01    0.1501823105E+01    0.6818809257E+00    0.7564765498E+00    0.3044555343E+00    0.1478222753E+01
    0.2113198287E+04    0.2567557266E+02   -0.1021211030E+01    0.1493261084E+01    0.6800578458E+00    0.7536836169E+00    0.3021930675E+00    0.1469778513E+01
    0.2120046790E+04    0.2568658156E+02   -0.1019948653E+01    0.1484715081E+01    0.6782452099E+00    0.7509091772E+00    0.2999224747E+00    0.1461369828E+01
    0.2126900793E+04    0.2569753614E+02   -0.1018693669E+01    0.1476196607E+01    0.6764427176E+00    0.7481599800E+00    0.2976455085E+00    0.1452991923E+01
    0.2133760285E+04    0.2570842964E+02   -0.1017446152E+01    0.1467719577E+01    0.6746503324E+00    0.7454327607E+00    0.2953682828E+00    0.1444643461E+01
    0.2140625259E+04    0.2571925727E+02   -0.1016205828E+01    0.1459292992E+01    0.6728677532E+00    0.7427240274E+00    0.2930961757E+00    0.1436321938E+01
    0.2147495706E+04    0.2573002203E+02   -0.1014971934E+01    0.1450915303E+01    0.6710942185E+00    0.7400318611E+00    0.2908308815E+00    0.1428026774E+01
    0.2154371616E+04    0.2574072935E+02   -0.1013743727E+01    0.1442581316E+01    0.6693289545E+00    0.7373526140E+00    0.2885713375E+00    0.1419759871E+01
    0.2161252983E+04    0.2575138158E+02   -0.1012520521E+01    0.1434291760E+01    0.6675712906E+00    0.7346826001E+00    0.2863147340E+00    0.1411523202E+01
    0.2168139796E+04    0.2576197800E+02   -0.1011301749E+01    0.1426046348E+01    0.6658207471E+00    0.7320204492E+00    0.2840566476E+00    0.1403317870E+01
    0.2175032047E+04    0.2577251768E+02   -0.1010087607E+01    0.1417841047E+01    0.6640776102E+00    0.7293692014E+00    0.2817922509E+00    0.1395144339E+01
    0.2181929729E+04    0.2578300110E+02   -0.1008879393E+01    0.1409677336E+01    0.6623431503E+00    0.7267367862E+00    0.2795194405E+00    0.1387006631E+01
    0.2188832831E+04    0.2579343031E+02   -0.1007678565E+01    0.1401547890E+01    0.6606186750E+00    0.7241327121E+00    0.2772405285E+00    0.1378906779E+01
    0.2195741347E+04    0.2580380718E+02   -0.1006485300E+01    0.1393437644E+01    0.6589042185E+00    0.7215611839E+00    0.2749595910E+00    0.1370836276E+01
    0.2202655267E+04    0.2581413057E+02   -0.1005298653E+01    0.1385347783E+01    0.6571987574E+00    0.7190198513E+00    0.2726784863E+00    0.1362780965E+01
    0.2209574583E+04    0.2582439773E+02   -0.1004117926E+01    0.1377288988E+01    0.6555014680E+00    0.7165026593E+00    0.2703962907E+00    0.1354734219E+01
    0.2216499288E+04    0.2583460725E+02   -0.1002942731E+01    0.1369272415E+01    0.6538118931E+00    0.7140055356E+00    0.2681111812E+00    0.1346699833E+01
    0.2223429371E+04    0.2584475933E+02   -0.1001772938E+01    0.1361308718E+01    0.6521298615E+00    0.7115279321E+00    0.2658211205E+00    0.1338693411E+01
    0.2230364826E+04    0.2585485402E+02   -0.1000608921E+01    0.1353400724E+01    0.6504556896E+00    0.7090641282E+00    0.2635250511E+00    0.1330737480E+01
    0.2237305643E+04    0.2586488818E+02   -0.9994514205E+00    0.1345554624E+01    0.6487901901E+00    0.7066032704E+00    0.2612253542E+00    0.1322848217E+01
    0.2244251815E+04    0.2587485382E+02   -0.9983012185E+00    0.1337780303E+01    0.6471342889E+00    0.7041385148E+00    0.2589267150E+00    0.1315028658E+01
    0.2251203334E+04    0.2588474281E+02   -0.9971585067E+00    0.1330076501E+01    0.6454883654E+00    0.7016697339E+00    0.2566310524E+00    0.1307269371E+01
    0.2258160191E+04    0.2589455234E+02   -0.9960230977E+00    0.1322432891E+01    0.6438523837E+00    0.6992007628E+00    0.2543356371E+00    0.1299559840E+01
    0.2265122378E+04    0.2590428465E+02   -0.9948950317E+00    0.1314837669E+01    0.6422265121E+00    0.6967363982E+00    0.2520368363E+00    0.1291895539E+01
    0.2272089887E+04    0.2591394323E+02   -0.9937744207E+00    0.1307277056E+01    0.6406109133E+00    0.6942782689E+00    0.2497331347E+00    0.1284275721E+01
    0.2279062710E+04    0.2592353189E+02   -0.9926604950E+00    0.1299737758E+01    0.6390048329E+00    0.6918312664E+00    0.2474251434E+00    0.1276701179E+01
    0.2286040840E+04    0.2593305311E+02   -0.9915515385E+00    0.1292222560E+01    0.6374065661E+00    0.6894028680E+00    0.2451146972E+00    0.1269172962E+01
    0.2293024267E+04    0.2594250644E+02   -0.9904458365E+00    0.1284746368E+01    0.6358143721E+00    0.6869984943E+00    0.2428031309E+00    0.1261692468E+01
    0.2300012984E+04    0.2595189174E+02   -0.9893423921E+00    0.1277322877E+01    0.6342271939E+00    0.6846175224E+00    0.2404904354E+00    0.1254260378E+01
    0.2307006983E+04    0.2596121162E+02   -0.9882413862E+00    0.1269954398E+01    0.6326451614E+00    0.6822502515E+00    0.2381766539E+00    0.1246873139E+01
    0.2314006256E+04    0.2597047117E+02   -0.9871439408E+00    0.1262636835E+01    0.6310693751E+00    0.6798871338E+00    0.2358633819E+00    0.1239521352E+01
    0.2321010796E+04    0.2597967708E+02   -0.9860510563E+00    0.1255373532E+01    0.6295009464E+00    0.6775301133E+00    0.2335525987E+00    0.1232191630E+01
    0.2328020593E+04    0.2598883417E+02   -0.9849640905E+00    0.1248172568E+01    0.6279413498E+00    0.6751810551E+00    0.2312436740E+00    0.1224882343E+01
    0.2335035642E+04    0.2599794318E+02   -0.9838854556E+00    0.1241025953E+01    0.6263930056E+00    0.6728331397E+00    0.2289328638E+00    0.1217611134E+01
    0.2342055933E+04    0.2600700270E+02   -0.9828170668E+00    0.1233914737E+01    0.6248579900E+00    0.6704857265E+00    0.2266165077E+00    0.1210392401E+01
    0.2349081459E+04    0.2601601059E+02   -0.9817594616E+00    0.1226818835E+01    0.6233370256E+00    0.6681444798E+00    0.2242935732E+00    0.1203224667E+01
    0.2356112212E+04    0.2602496426E+02   -0.9807121383E+00    0.1219726119E+01    0.6218297555E+00    0.6658174819E+00    0.2219647687E+00    0.1196100662E+01
    0.2363148185E+04    0.2603386160E+02   -0.9796740393E+00    0.1212638686E+01    0.6203352000E+00    0.6635170134E+00    0.2196310483E+00    0.1189019938E+01
    0.2370189369E+04    0.2604269976E+02   -0.9786439308E+00    0.1205558189E+01    0.6188519677E+00    0.6612586817E+00    0.2172942638E+00    0.1181988012E+01
    0.2377235758E+04    0.2605147425E+02   -0.9776202691E+00    0.1198477554E+01    0.6173782072E+00    0.6590601207E+00    0.2149570192E+00    0.1175002781E+01
    0.2384287342E+04    0.2606018119E+02   -0.9766015929E+00    0.1191385649E+01    0.6159120027E+00    0.6569197943E+00    0.2126201561E+00    0.1168053762E+01
    0.2391344116E+04    0.2606881803E+02   -0.9755868122E+00    0.1184277734E+01    0.6144518086E+00    0.6548136576E+00    0.2102818666E+00    0.1161129851E+01
    0.2398406071E+04    0.2607738110E+02   -0.9745749724E+00    0.1177166613E+01    0.6129963744E+00    0.6527274790E+00    0.2079398441E+00    0.1154218413E+01
    0.2405473200E+04    0.2608586452E+02   -0.9735650108E+00    0.1170071885E+01    0.6115444691E+00    0.6506614948E+00    0.2055936233E+00    0.1147307009E+01
    0.2412545496E+04    0.2609426266E+02   -0.9725557182E+00    0.1163011576E+01    0.6100947797E+00    0.6486136376E+00    0.2032440189E+00    0.1140387411E+01
    0.2419622949E+04    0.2610257384E+02   -0.9715464560E+00    0.1155999616E+01    0.6086465872E+00    0.6465758191E+00    0.2008910886E+00    0.1133460007E+01
    0.2426705555E+04    0.2611080033E+02   -0.9705376351E+00    0.1149031185E+01    0.6072002815E+00    0.6445427422E+00    0.1985351553E+00    0.1126533411E+01
    0.2433793304E+04    0.2611894269E+02   -0.9695304739E+00    0.1142091267E+01    0.6057571490E+00    0.6425056451E+00    0.1961793960E+00    0.1119622062E+01
    0.2440886189E+04    0.2612699687E+02   -0.9685266895E+00    0.1135176195E+01    0.6043191366E+00    0.6404545700E+00    0.1938284431E+00    0.1112746700E+01
    0.2447984203E+04    0.2613495998E+02   -0.9675284331E+00    0.1128300456E+01    0.6028887962E+00    0.6383845889E+00    0.1914838301E+00    0.1105930895E+01
    0.2455087339E+04    0.2614283360E+02   -0.9665383699E+00    0.1121482998E+01    0.6014692225E+00    0.6362935490E+00    0.1891427175E+00    0.1099193725E+01
    0.2462195590E+04    0.2615062067E+02   -0.9655588881E+00    0.1114734426E+01    0.6000632579E+00    0.6341789237E+00    0.1868016761E+00    0.1092542431E+01
    0.2469308947E+04    0.2615832259E+02   -0.9645908881E+00    0.1108070148E+01    0.5986723887E+00    0.6320391206E+00    0.1844590869E+00    0.1085969823E+01
    0.2476427404E+04    0.2616594224E+02   -0.9636339839E+00    0.1101493808E+01    0.5972968269E+00    0.6298834404E+00    0.1821128583E+00    0.1079460511E+01
    0.2483550954E+04    0.2617348431E+02   -0.9626873533E+00    0.1094989285E+01    0.5959361845E+00    0.6277236523E+00    0.1797596141E+00    0.1073000132E+01
    0.2490679588E+04    0.2618094906E+02   -0.9617502761E+00    0.1088550290E+01    0.5945900413E+00    0.6255655625E+00    0.1773978673E+00    0.1066582324E+01
    0.2497813301E+04    0.2618833080E+02   -0.9608225452E+00    0.1082193040E+01    0.5932584204E+00    0.6234155413E+00    0.1750299452E+00    0.1060212256E+01
    0.2504952085E+04    0.2619562413E+02   -0.9599045074E+00    0.1075930572E+01    0.5919418715E+00    0.6212798103E+00    0.1726601628E+00    0.1053902605E+01
    0.2512095932E+04    0.2620282660E+02   -0.9589970165E+00    0.1069746936E+01    0.5906414146E+00    0.6191613719E+00    0.1702917769E+00    0.1047665547E+01
    0.2519244836E+04    0.2620993739E+02   -0.9581009523E+00    0.1063621236E+01    0.5893580663E+00    0.6170635845E+00    0.1679259545E+00    0.1041508662E+01
    0.2526398789E+04    0.2621695850E+02   -0.9572164837E+00    0.1057555188E+01    0.5880920903E+00    0.6149955319E+00    0.1655624104E+00    0.1035434213E+01
    0.2533557785E+04    0.2622389681E+02   -0.9563435043E+00    0.1051557937E+01    0.5868433410E+00    0.6129686285E+00    0.1631998664E+00    0.1029441810E+01
