%
% Basic inner-scaled statistics for turbulent flow in a circular pipe
%
% See the following reference for details
% 
% Pirozzoli, S., Romero, J., Fatica, M., Verzicco, R., & Orlandi, P. (2021). 
% One-point statistics for turbulent pipe flow up to $\Rey_{\tau} \approx 6000$
% arXiv preprint arXiv:2103.13383.
%
% The flow parameters are as follows:
%
%  N_z                         = 256
%  N_r                         =  67
%  N_theta                     = 256
%  Streamwise domain size      = 15 R
%  Bulk Reynolds number        = 5300
%  Friction Reynolds number    = 180.3
%  Friction coefficient        = 0.03700
%
%  Flow variables
%  
%        y^+                  U_z^+               P^+                 u_z^2              u_r^2              u_t^2                u_z u_r              p^2
%
    0.2017811171E+02    0.1256826061E+02   -0.3768465205E+00    0.6171993678E+01    0.3239233568E+00    0.1032608184E+01    0.6559703167E+00    0.3716556244E+01
    0.2255682322E+02    0.1306567819E+02   -0.4466963618E+00    0.5785356844E+01    0.3843857117E+00    0.1071466782E+01    0.6847219070E+00    0.3779209617E+01
    0.2502058362E+02    0.1349048797E+02   -0.5154198490E+00    0.5382607454E+01    0.4435220860E+00    0.1101385906E+01    0.7037350415E+00    0.3814930670E+01
    0.2756226725E+02    0.1385661409E+02   -0.5810683834E+00    0.4989111957E+01    0.4995152849E+00    0.1123975806E+01    0.7149070372E+00    0.3823810928E+01
    0.3017548073E+02    0.1417591937E+02   -0.6421024975E+00    0.4620343672E+01    0.5509239773E+00    0.1140419397E+01    0.7199632323E+00    0.3807473101E+01
    0.3285451873E+02    0.1445793845E+02   -0.6974348652E+00    0.4284390232E+01    0.5967288934E+00    0.1151234064E+01    0.7203298460E+00    0.3768553213E+01
    0.3559430966E+02    0.1471021810E+02   -0.7464173568E+00    0.3983027222E+01    0.6363298763E+00    0.1156680392E+01    0.7170835770E+00    0.3710150668E+01
    0.3839035718E+02    0.1493877772E+02   -0.7887817313E+00    0.3714129501E+01    0.6694931053E+00    0.1156924729E+01    0.7110202987E+00    0.3635383058E+01
    0.4123868171E+02    0.1514838436E+02   -0.8245683399E+00    0.3474019500E+01    0.6962804339E+00    0.1152327024E+01    0.7027545534E+00    0.3547466255E+01
    0.4413576394E+02    0.1534272433E+02   -0.8540385607E+00    0.3259538335E+01    0.7169642158E+00    0.1143902188E+01    0.6927788455E+00    0.3449695521E+01
    0.4707849215E+02    0.1552458481E+02   -0.8776289299E+00    0.3068526219E+01    0.7319737057E+00    0.1132732543E+01    0.6814520703E+00    0.3345094743E+01
    0.5006411383E+02    0.1569622151E+02   -0.8959171121E+00    0.2898475875E+01    0.7418632707E+00    0.1119347512E+01    0.6689995897E+00    0.3236290461E+01
    0.5309019197E+02    0.1585957737E+02   -0.9095515542E+00    0.2746174738E+01    0.7472554903E+00    0.1103909974E+01    0.6556137958E+00    0.3125414278E+01
    0.5615456622E+02    0.1601611661E+02   -0.9191987112E+00    0.2609087820E+01    0.7487961708E+00    0.1086508048E+01    0.6415050403E+00    0.3013950669E+01
    0.5925531813E+02    0.1616682597E+02   -0.9255154838E+00    0.2484925330E+01    0.7471300989E+00    0.1067303223E+01    0.6268246274E+00    0.2902909761E+01
    0.6239074087E+02    0.1631249026E+02   -0.9291196737E+00    0.2371213169E+01    0.7428715471E+00    0.1046343201E+01    0.6116482459E+00    0.2793149693E+01
    0.6555931243E+02    0.1645380338E+02   -0.9305458379E+00    0.2266083375E+01    0.7365608057E+00    0.1023674763E+01    0.5960419933E+00    0.2685341931E+01
    0.6875967238E+02    0.1659128678E+02   -0.9302079767E+00    0.2168158735E+01    0.7286225816E+00    0.9997458099E+00    0.5800753679E+00    0.2579889093E+01
    0.7199060154E+02    0.1672528401E+02   -0.9284172840E+00    0.2076328623E+01    0.7193744531E+00    0.9751538018E+00    0.5637985404E+00    0.2477015577E+01
    0.7525100425E+02    0.1685606078E+02   -0.9254284264E+00    0.1989599413E+01    0.7090684524E+00    0.9503056377E+00    0.5472452080E+00    0.2376816392E+01
    0.7853989306E+02    0.1698381435E+02   -0.9214499382E+00    0.1907715667E+01    0.6979077110E+00    0.9254813530E+00    0.5304512796E+00    0.2279260756E+01
    0.8185637534E+02    0.1710862100E+02   -0.9166507716E+00    0.1830570101E+01    0.6860519896E+00    0.9007770553E+00    0.5134591713E+00    0.2184309595E+01
    0.8519964169E+02    0.1723045575E+02   -0.9111728121E+00    0.1757775922E+01    0.6736346596E+00    0.8761853618E+00    0.4963002790E+00    0.2091951722E+01
    0.8856895592E+02    0.1734927084E+02   -0.9051532012E+00    0.1688905327E+01    0.6607914920E+00    0.8514730092E+00    0.4789709751E+00    0.2002203926E+01
    0.9196364632E+02    0.1746511829E+02   -0.8987394354E+00    0.1623323482E+01    0.6476790296E+00    0.8264944995E+00    0.4614463687E+00    0.1915237517E+01
    0.9538309795E+02    0.1757812766E+02   -0.8920667190E+00    0.1560182654E+01    0.6344470244E+00    0.8014315256E+00    0.4437290523E+00    0.1831367296E+01
    0.9882674612E+02    0.1768833987E+02   -0.8852179804E+00    0.1498893663E+01    0.6211967772E+00    0.7763303604E+00    0.4258467312E+00    0.1750783307E+01
    0.1022940707E+03    0.1779572173E+02   -0.8782288790E+00    0.1439203117E+01    0.6079899560E+00    0.7511436771E+00    0.4078071931E+00    0.1673383185E+01
    0.1057845908E+03    0.1790028791E+02   -0.8711371721E+00    0.1380817639E+01    0.5948905148E+00    0.7260569792E+00    0.3896023564E+00    0.1598894855E+01
    0.1092978609E+03    0.1800205369E+02   -0.8639981607E+00    0.1323342827E+01    0.5819730619E+00    0.7014135973E+00    0.3712440830E+00    0.1527052972E+01
    0.1128334665E+03    0.1810094280E+02   -0.8568669393E+00    0.1266884474E+01    0.5693032687E+00    0.6774974332E+00    0.3527683163E+00    0.1457658159E+01
    0.1163910210E+03    0.1819675810E+02   -0.8497922206E+00    0.1212024209E+01    0.5569324196E+00    0.6545254611E+00    0.3342084356E+00    0.1390668452E+01
    0.1199701631E+03    0.1828922868E+02   -0.8428196459E+00    0.1159159423E+01    0.5449032283E+00    0.6325919305E+00    0.3155735790E+00    0.1326275272E+01
    0.1235705534E+03    0.1837810398E+02   -0.8359879882E+00    0.1108239714E+01    0.5332530851E+00    0.6116033158E+00    0.2968568034E+00    0.1264762676E+01
    0.1271918730E+03    0.1846319504E+02   -0.8293273187E+00    0.1059072560E+01    0.5220169952E+00    0.5914326387E+00    0.2780524944E+00    0.1206308647E+01
    0.1308338211E+03    0.1854433900E+02   -0.8228537077E+00    0.1011633561E+01    0.5112170067E+00    0.5721920617E+00    0.2591588465E+00    0.1150862224E+01
    0.1344961130E+03    0.1862138345E+02   -0.8165616078E+00    0.9658733570E+00    0.5008397741E+00    0.5542418311E+00    0.2401748611E+00    0.1098236196E+01
    0.1381784792E+03    0.1869420149E+02   -0.8104542607E+00    0.9218780581E+00    0.4908582408E+00    0.5377215380E+00    0.2211109151E+00    0.1048357673E+01
    0.1418806636E+03    0.1876262875E+02   -0.8045845222E+00    0.8801943486E+00    0.4812861082E+00    0.5224203168E+00    0.2019911947E+00    0.1001436247E+01
    0.1456024221E+03    0.1882642266E+02   -0.7990350824E+00    0.8413261285E+00    0.4721848944E+00    0.5079688882E+00    0.1828312484E+00    0.9578398519E+00
    0.1493435219E+03    0.1888532575E+02   -0.7938700980E+00    0.8054329672E+00    0.4636341833E+00    0.4941161984E+00    0.1636423885E+00    0.9178874798E+00
    0.1531037406E+03    0.1893902562E+02   -0.7891266209E+00    0.7726043366E+00    0.4557214197E+00    0.4807986874E+00    0.1444529605E+00    0.8818206250E+00
    0.1568828650E+03    0.1898708532E+02   -0.7848199760E+00    0.7428970339E+00    0.4485436037E+00    0.4680917053E+00    0.1252858249E+00    0.8497706208E+00
    0.1606806904E+03    0.1902904453E+02   -0.7809274322E+00    0.7162421636E+00    0.4421895048E+00    0.4562206072E+00    0.1061311113E+00    0.8218647992E+00
    0.1644970201E+03    0.1906454269E+02   -0.7773436456E+00    0.6924625035E+00    0.4366821508E+00    0.4455805635E+00    0.8696461126E-01    0.7982767177E+00
    0.1683316649E+03    0.1909328405E+02   -0.7738436338E+00    0.6715706407E+00    0.4319413709E+00    0.4363801493E+00    0.6777193364E-01    0.7791403442E+00
    0.1721844420E+03    0.1911497409E+02   -0.7700684766E+00    0.6538974600E+00    0.4277817431E+00    0.4288032315E+00    0.4856400187E-01    0.7645161104E+00
    0.1760551752E+03    0.1912917654E+02   -0.7653167104E+00    0.6399886341E+00    0.4241315729E+00    0.4217290093E+00    0.2938302563E-01    0.7544858274E+00
    0.1799436938E+03    0.1913523268E+02   -0.7587759494E+00    0.6283433839E+00    0.4207663872E+00    0.4175106383E+00                 NaN    0.7519152356E+00
