%
% Basic inner-scaled statistics for turbulent flow in a circular pipe
%
% See the following reference for details
% 
% Pirozzoli, S., Romero, J., Fatica, M., Verzicco, R., & Orlandi, P. (2021). 
% One-point statistics for turbulent pipe flow up to $\Rey_{\tau} \approx 6000$
% arXiv preprint arXiv:2103.13383.
%
% The flow parameters are as follows:
%
%  N_z                         = 9216
%  N_r                         =  910
%  N_theta                     = 9216
%  Streamwise domain size      = 15 R
%  Bulk Reynolds number        = 285000
%  Friction Reynolds number    = 6019.48
%  Friction coefficient        = 0.01428
%
%  Flow variables
%  
%        y^+                  U_z^+               P^+                 u_z^2              u_r^2              u_t^2                u_z u_r              p^2
%
    0.2182177361E+02    0.1222332729E+02   -0.5587838138E+00    0.8533471655E+01    0.5629195269E+00    0.2427790255E+01    0.8172807484E+00    0.1245650105E+02
    0.2420524869E+02    0.1261084367E+02   -0.6346675669E+00    0.8246949232E+01    0.6392600264E+00    0.2509236516E+01    0.8461333859E+00    0.1255339252E+02
    0.2666410742E+02    0.1294756177E+02   -0.7066645946E+00    0.7962964571E+01    0.7116073317E+00    0.2574836885E+01    0.8685950662E+00    0.1260502356E+02
    0.2919216544E+02    0.1324296232E+02   -0.7737587862E+00    0.7694690792E+01    0.7789369463E+00    0.2627196842E+01    0.8861300087E+00    0.1261568269E+02
    0.3178390294E+02    0.1350477918E+02   -0.8353517691E+00    0.7448868315E+01    0.8406474627E+00    0.2668505143E+01    0.8998860652E+00    0.1259084093E+02
    0.3443441349E+02    0.1373923491E+02   -0.8911916688E+00    0.7228128198E+01    0.8964878238E+00    0.2700548423E+01    0.9107448899E+00    0.1253644635E+02
    0.3713934746E+02    0.1395129665E+02   -0.9412961041E+00    0.7032633953E+01    0.9464793579E+00    0.2724780579E+01    0.9193782717E+00    0.1245839785E+02
    0.3989485482E+02    0.1414491491E+02   -0.9858780208E+00    0.6861163886E+01    0.9908408843E+00    0.2742396665E+01    0.9262970761E+00    0.1236214220E+02
    0.4269753099E+02    0.1432322923E+02   -0.1025279725E+01    0.6711778962E+01    0.1029922166E+01    0.2754409237E+01    0.9318882729E+00    0.1225246875E+02
    0.4554436565E+02    0.1448873690E+02   -0.1059918363E+01    0.6582253117E+01    0.1064148874E+01    0.2761694491E+01    0.9364434896E+00    0.1213347347E+02
    0.4843269641E+02    0.1464343185E+02   -0.1090245236E+01    0.6470310307E+01    0.1093981379E+01    0.2765009901E+01    0.9401819428E+00    0.1200855831E+02
    0.5136016486E+02    0.1478891339E+02   -0.1116718257E+01    0.6373770862E+01    0.1119886593E+01    0.2764991959E+01    0.9432702756E+00    0.1188049643E+02
    0.5432468166E+02    0.1492646823E+02   -0.1139782969E+01    0.6290640328E+01    0.1142318652E+01    0.2762189278E+01    0.9458382207E+00    0.1175153165E+02
    0.5732439042E+02    0.1505713667E+02   -0.1159857702E+01    0.6219135459E+01    0.1161704228E+01    0.2757101538E+01    0.9479872508E+00    0.1162339931E+02
    0.6035764061E+02    0.1518176838E+02   -0.1177325373E+01    0.6157673902E+01    0.1178434183E+01    0.2750179502E+01    0.9497965656E+00    0.1149735960E+02
    0.6342295928E+02    0.1530106468E+02   -0.1192532446E+01    0.6104874017E+01    0.1192862130E+01    0.2741785993E+01    0.9513286482E+00    0.1137432794E+02
    0.6651903059E+02    0.1541560772E+02   -0.1205788317E+01    0.6059526413E+01    0.1205303779E+01    0.2732212640E+01    0.9526322080E+00    0.1125495533E+02
    0.6964467472E+02    0.1552588240E+02   -0.1217364051E+01    0.6020589953E+01    0.1216035997E+01    0.2721720794E+01    0.9537439832E+00    0.1113963519E+02
    0.7279883226E+02    0.1563229718E+02   -0.1227495484E+01    0.5987169002E+01    0.1225299774E+01    0.2710552418E+01    0.9546921917E+00    0.1102855916E+02
    0.7598054732E+02    0.1573520042E+02   -0.1236386979E+01    0.5958481582E+01    0.1233303954E+01    0.2698912481E+01    0.9555013909E+00    0.1092178830E+02
    0.7918895672E+02    0.1583488881E+02   -0.1244213695E+01    0.5933865973E+01    0.1240227639E+01    0.2686966214E+01    0.9561934260E+00    0.1081928560E+02
    0.8242327793E+02    0.1593161521E+02   -0.1251125170E+01    0.5912762766E+01    0.1246223802E+01    0.2674837479E+01    0.9567854680E+00    0.1072094982E+02
    0.8568279766E+02    0.1602559969E+02   -0.1257249973E+01    0.5894664915E+01    0.1251423961E+01    0.2662623809E+01    0.9572907726E+00    0.1062664498E+02
    0.8896686700E+02    0.1611703589E+02   -0.1262700117E+01    0.5879121483E+01    0.1255942600E+01    0.2650408482E+01    0.9577199724E+00    0.1053620544E+02
    0.9227489004E+02    0.1620609490E+02   -0.1267573029E+01    0.5865749596E+01    0.1259879225E+01    0.2638254946E+01    0.9580813089E+00    0.1044943966E+02
    0.9560632141E+02    0.1629292608E+02   -0.1271951948E+01    0.5854227088E+01    0.1263318987E+01    0.2626206697E+01    0.9583814465E+00    0.1036615798E+02
    0.9896065789E+02    0.1637765864E+02   -0.1275907847E+01    0.5844257623E+01    0.1266334391E+01    0.2614300845E+01    0.9586254293E+00    0.1028619435E+02
    0.1023374342E+03    0.1646040946E+02   -0.1279500142E+01    0.5835572756E+01    0.1268986098E+01    0.2602570747E+01    0.9588168577E+00    0.1020938623E+02
    0.1057362187E+03    0.1654128656E+02   -0.1282777469E+01    0.5827958381E+01    0.1271323819E+01    0.2591046939E+01    0.9589595687E+00    0.1013555020E+02
    0.1091566111E+03    0.1662038852E+02   -0.1285780513E+01    0.5821245967E+01    0.1273389136E+01    0.2579751686E+01    0.9590579688E+00    0.1006448690E+02
    0.1125982371E+03    0.1669780518E+02   -0.1288544101E+01    0.5815300752E+01    0.1275217583E+01    0.2568691463E+01    0.9591158759E+00    0.9995995739E+01
    0.1160607474E+03    0.1677361833E+02   -0.1291098021E+01    0.5810000775E+01    0.1276839586E+01    0.2557869390E+01    0.9591357688E+00    0.9929891535E+01
    0.1195438135E+03    0.1684790192E+02   -0.1293468855E+01    0.5805219311E+01    0.1278282221E+01    0.2547293850E+01    0.9591193197E+00    0.9866007253E+01
    0.1230471265E+03    0.1692072257E+02   -0.1295680838E+01    0.5800852235E+01    0.1279570083E+01    0.2536963693E+01    0.9590691176E+00    0.9804184864E+01
    0.1265703957E+03    0.1699214013E+02   -0.1297754851E+01    0.5796826743E+01    0.1280724304E+01    0.2526871302E+01    0.9589890917E+00    0.9744266813E+01
    0.1301133466E+03    0.1706220828E+02   -0.1299707644E+01    0.5793075913E+01    0.1281761870E+01    0.2517021808E+01    0.9588833881E+00    0.9686096953E+01
    0.1336757168E+03    0.1713097669E+02   -0.1301552437E+01    0.5789531389E+01    0.1282696181E+01    0.2507411369E+01    0.9587548794E+00    0.9629535457E+01
    0.1372572600E+03    0.1719849459E+02   -0.1303300162E+01    0.5786126939E+01    0.1283538298E+01    0.2498023382E+01    0.9586031072E+00    0.9574463060E+01
    0.1408577386E+03    0.1726481217E+02   -0.1304960856E+01    0.5782797739E+01    0.1284298330E+01    0.2488849836E+01    0.9584251733E+00    0.9520781262E+01
    0.1444769291E+03    0.1732997681E+02   -0.1306544437E+01    0.5779493030E+01    0.1284986164E+01    0.2479883914E+01    0.9582208971E+00    0.9468416510E+01
    0.1481146155E+03    0.1739402841E+02   -0.1308060191E+01    0.5776181974E+01    0.1285611059E+01    0.2471114063E+01    0.9579944655E+00    0.9417299511E+01
    0.1517705907E+03    0.1745700181E+02   -0.1309516060E+01    0.5772841969E+01    0.1286180958E+01    0.2462529870E+01    0.9577497654E+00    0.9367359932E+01
    0.1554446579E+03    0.1751893214E+02   -0.1310918502E+01    0.5769450300E+01    0.1286702311E+01    0.2454122102E+01    0.9574877393E+00    0.9318541843E+01
    0.1591366269E+03    0.1757985451E+02   -0.1312273276E+01    0.5765986978E+01    0.1287180819E+01    0.2445876093E+01    0.9572088710E+00    0.9270798026E+01
    0.1628463134E+03    0.1763980077E+02   -0.1313586350E+01    0.5762439468E+01    0.1287622432E+01    0.2437777911E+01    0.9569150362E+00    0.9224073425E+01
    0.1665735418E+03    0.1769880119E+02   -0.1314863436E+01    0.5758806195E+01    0.1288032799E+01    0.2429822007E+01    0.9566083791E+00    0.9178309635E+01
    0.1703181416E+03    0.1775688692E+02   -0.1316107949E+01    0.5755086125E+01    0.1288415256E+01    0.2422009249E+01    0.9562902400E+00    0.9133441530E+01
    0.1740799467E+03    0.1781408688E+02   -0.1317320742E+01    0.5751269887E+01    0.1288770653E+01    0.2414342516E+01    0.9559613381E+00    0.9089396939E+01
    0.1778587976E+03    0.1787042598E+02   -0.1318502384E+01    0.5747341223E+01    0.1289099430E+01    0.2406817505E+01    0.9556216254E+00    0.9046115694E+01
    0.1816545402E+03    0.1792592835E+02   -0.1319653963E+01    0.5743286396E+01    0.1289402496E+01    0.2399419534E+01    0.9552701349E+00    0.9003550557E+01
    0.1854670241E+03    0.1798061859E+02   -0.1320776694E+01    0.5739095654E+01    0.1289680945E+01    0.2392135099E+01    0.9549059191E+00    0.8961663797E+01
    0.1892961035E+03    0.1803451973E+02   -0.1321871893E+01    0.5734765340E+01    0.1289936021E+01    0.2384962672E+01    0.9545288670E+00    0.8920414973E+01
    0.1931416352E+03    0.1808765279E+02   -0.1322940902E+01    0.5730292171E+01    0.1290168990E+01    0.2377903393E+01    0.9541395745E+00    0.8879751850E+01
    0.1970034825E+03    0.1814003895E+02   -0.1323984927E+01    0.5725668800E+01    0.1290380987E+01    0.2370951639E+01    0.9537393456E+00    0.8839628239E+01
    0.2008815106E+03    0.1819169916E+02   -0.1325005295E+01    0.5720894776E+01    0.1290573266E+01    0.2364098729E+01    0.9533298373E+00    0.8800024173E+01
    0.2047755878E+03    0.1824265308E+02   -0.1326003761E+01    0.5715977361E+01    0.1290747493E+01    0.2357346131E+01    0.9529121183E+00    0.8760945230E+01
    0.2086855863E+03    0.1829291866E+02   -0.1326982654E+01    0.5710930217E+01    0.1290905904E+01    0.2350697937E+01    0.9524866167E+00    0.8722408668E+01
    0.2126113816E+03    0.1834251211E+02   -0.1327944435E+01    0.5705762699E+01    0.1291050846E+01    0.2344151111E+01    0.9520538862E+00    0.8684420697E+01
    0.2165528508E+03    0.1839144921E+02   -0.1328890636E+01    0.5700472052E+01    0.1291183847E+01    0.2337708053E+01    0.9516148068E+00    0.8646963502E+01
    0.2205098755E+03    0.1843974522E+02   -0.1329822009E+01    0.5695050160E+01    0.1291305591E+01    0.2331371431E+01    0.9511695840E+00    0.8610014274E+01
    0.2244823388E+03    0.1848741468E+02   -0.1330738802E+01    0.5689489738E+01    0.1291416164E+01    0.2325137183E+01    0.9507169425E+00    0.8573560045E+01
    0.2284701257E+03    0.1853447265E+02   -0.1331640968E+01    0.5683782796E+01    0.1291515392E+01    0.2318993697E+01    0.9502544674E+00    0.8537589292E+01
    0.2324731255E+03    0.1858093485E+02   -0.1332528908E+01    0.5677914166E+01    0.1291603532E+01    0.2312929471E+01    0.9497798052E+00    0.8502080136E+01
    0.2364912280E+03    0.1862681630E+02   -0.1333403337E+01    0.5671880025E+01    0.1291681249E+01    0.2306941192E+01    0.9492919762E+00    0.8467003565E+01
    0.2405243256E+03    0.1867213035E+02   -0.1334265152E+01    0.5665689559E+01    0.1291749386E+01    0.2301021393E+01    0.9487915066E+00    0.8432339180E+01
    0.2445723134E+03    0.1871689019E+02   -0.1335115407E+01    0.5659355636E+01    0.1291808911E+01    0.2295158480E+01    0.9482795711E+00    0.8398076024E+01
    0.2486350885E+03    0.1876111070E+02   -0.1335954934E+01    0.5652893769E+01    0.1291860618E+01    0.2289355408E+01    0.9477581197E+00    0.8364204233E+01
    0.2527125491E+03    0.1880480596E+02   -0.1336783767E+01    0.5646321087E+01    0.1291904525E+01    0.2283622344E+01    0.9472305264E+00    0.8330710583E+01
    0.2568045955E+03    0.1884798666E+02   -0.1337601201E+01    0.5639654945E+01    0.1291939902E+01    0.2277958970E+01    0.9467001050E+00    0.8297576314E+01
    0.2609111300E+03    0.1889066186E+02   -0.1338406922E+01    0.5632900412E+01    0.1291966329E+01    0.2272356658E+01    0.9461682220E+00    0.8264793324E+01
    0.2650320575E+03    0.1893284280E+02   -0.1339201323E+01    0.5626047227E+01    0.1291984084E+01    0.2266797380E+01    0.9456348108E+00    0.8232370919E+01
    0.2691672830E+03    0.1897454431E+02   -0.1339984930E+01    0.5619088878E+01    0.1291993612E+01    0.2261267238E+01    0.9450993392E+00    0.8200317624E+01
    0.2733167137E+03    0.1901578083E+02   -0.1340757756E+01    0.5612027871E+01    0.1291994884E+01    0.2255767629E+01    0.9445609123E+00    0.8168615896E+01
    0.2774802588E+03    0.1905656278E+02   -0.1341518749E+01    0.5604870105E+01    0.1291986915E+01    0.2250306612E+01    0.9440182408E+00    0.8137224784E+01
    0.2816578285E+03    0.1909689915E+02   -0.1342266405E+01    0.5597625024E+01    0.1291968265E+01    0.2244892145E+01    0.9434697813E+00    0.8106108024E+01
    0.2858493350E+03    0.1913679932E+02   -0.1343000190E+01    0.5590305725E+01    0.1291938366E+01    0.2239527614E+01    0.9429143930E+00    0.8075255940E+01
    0.2900546910E+03    0.1917627249E+02   -0.1343721178E+01    0.5582912283E+01    0.1291898153E+01    0.2234200240E+01    0.9423517006E+00    0.8044679643E+01
    0.2942738116E+03    0.1921532727E+02   -0.1344431175E+01    0.5575436127E+01    0.1291849291E+01    0.2228896053E+01    0.9417819958E+00    0.8014390271E+01
    0.2985066125E+03    0.1925397117E+02   -0.1345131532E+01    0.5567875979E+01    0.1291793100E+01    0.2223612659E+01    0.9412065067E+00    0.7984395541E+01
    0.3027530107E+03    0.1929221178E+02   -0.1345822974E+01    0.5560236174E+01    0.1291730369E+01    0.2218353778E+01    0.9406264252E+00    0.7954695328E+01
    0.3070129256E+03    0.1933005948E+02   -0.1346505970E+01    0.5552513092E+01    0.1291661609E+01    0.2213125675E+01    0.9400416303E+00    0.7925276214E+01
    0.3112862764E+03    0.1936752605E+02   -0.1347180793E+01    0.5544697483E+01    0.1291587040E+01    0.2207937321E+01    0.9394523420E+00    0.7896125602E+01
    0.3155729842E+03    0.1940462132E+02   -0.1347847379E+01    0.5536788155E+01    0.1291506559E+01    0.2202799560E+01    0.9388602014E+00    0.7867242441E+01
    0.3198729710E+03    0.1944135248E+02   -0.1348505887E+01    0.5528787115E+01    0.1291420285E+01    0.2197710028E+01    0.9382661364E+00    0.7838630948E+01
    0.3241861595E+03    0.1947772506E+02   -0.1349156946E+01    0.5520696266E+01    0.1291328784E+01    0.2192661384E+01    0.9376697149E+00    0.7810292562E+01
    0.3285124752E+03    0.1951374425E+02   -0.1349800655E+01    0.5512526588E+01    0.1291232109E+01    0.2187654905E+01    0.9370709387E+00    0.7782220718E+01
    0.3328518428E+03    0.1954941525E+02   -0.1350435670E+01    0.5504299478E+01    0.1291128914E+01    0.2182693877E+01    0.9364700380E+00    0.7754392971E+01
    0.3372041883E+03    0.1958474408E+02   -0.1351060012E+01    0.5496023130E+01    0.1291017221E+01    0.2177776442E+01    0.9358654777E+00    0.7726782672E+01
    0.3415694401E+03    0.1961973767E+02   -0.1351672898E+01    0.5487687916E+01    0.1290896158E+01    0.2172898508E+01    0.9352546919E+00    0.7699380450E+01
    0.3459475258E+03    0.1965440152E+02   -0.1352275239E+01    0.5479288558E+01    0.1290766532E+01    0.2168055267E+01    0.9346365106E+00    0.7672196275E+01
    0.3503383758E+03    0.1968874065E+02   -0.1352868707E+01    0.5470829890E+01    0.1290629960E+01    0.2163240172E+01    0.9340111342E+00    0.7645245109E+01
    0.3547419194E+03    0.1972276232E+02   -0.1353454387E+01    0.5462324766E+01    0.1290487536E+01    0.2158445031E+01    0.9333791270E+00    0.7618529995E+01
    0.3591580883E+03    0.1975647398E+02   -0.1354032165E+01    0.5453788429E+01    0.1290339194E+01    0.2153668845E+01    0.9327410347E+00    0.7592034835E+01
    0.3635868154E+03    0.1978988237E+02   -0.1354601405E+01    0.5445226637E+01    0.1290184311E+01    0.2148922239E+01    0.9320969023E+00    0.7565733333E+01
    0.3680280335E+03    0.1982299421E+02   -0.1355161436E+01    0.5436640044E+01    0.1290022177E+01    0.2144211374E+01    0.9314464950E+00    0.7539606355E+01
    0.3724816757E+03    0.1985581457E+02   -0.1355711654E+01    0.5428023209E+01    0.1289852190E+01    0.2139535721E+01    0.9307900414E+00    0.7513644083E+01
    0.3769476781E+03    0.1988834743E+02   -0.1356252202E+01    0.5419372266E+01    0.1289674490E+01    0.2134893588E+01    0.9301277981E+00    0.7487849036E+01
    0.3814259752E+03    0.1992059863E+02   -0.1356784190E+01    0.5410685306E+01    0.1289490155E+01    0.2130288948E+01    0.9294588142E+00    0.7462233547E+01
    0.3859165044E+03    0.1995257611E+02   -0.1357309012E+01    0.5401951168E+01    0.1289300563E+01    0.2125724957E+01    0.9287816455E+00    0.7436809271E+01
    0.3904192025E+03    0.1998428637E+02   -0.1357827692E+01    0.5393161608E+01    0.1289106696E+01    0.2121195378E+01    0.9280963250E+00    0.7411579854E+01
    0.3949340074E+03    0.2001573372E+02   -0.1358341065E+01    0.5384318080E+01    0.1288909309E+01    0.2116693869E+01    0.9274038571E+00    0.7386549324E+01
    0.3994608584E+03    0.2004692264E+02   -0.1358849718E+01    0.5375421975E+01    0.1288708960E+01    0.2112221509E+01    0.9267046403E+00    0.7361722842E+01
    0.4039996947E+03    0.2007785785E+02   -0.1359352935E+01    0.5366474293E+01    0.1288504984E+01    0.2107785646E+01    0.9259992648E+00    0.7337089495E+01
    0.4085504566E+03    0.2010854347E+02   -0.1359848316E+01    0.5357489449E+01    0.1288295010E+01    0.2103389322E+01    0.9252898365E+00    0.7312626940E+01
    0.4131130852E+03    0.2013898397E+02   -0.1360332927E+01    0.5348489183E+01    0.1288076098E+01    0.2099029386E+01    0.9245795832E+00    0.7288322757E+01
    0.4176875228E+03    0.2016918376E+02   -0.1360805246E+01    0.5339484611E+01    0.1287846681E+01    0.2094697537E+01    0.9238717879E+00    0.7264182914E+01
    0.4222737102E+03    0.2019914576E+02   -0.1361265969E+01    0.5330477589E+01    0.1287607368E+01    0.2090383260E+01    0.9231684723E+00    0.7240222637E+01
    0.4268715922E+03    0.2022887312E+02   -0.1361716557E+01    0.5321463457E+01    0.1287359578E+01    0.2086085186E+01    0.9224686534E+00    0.7216448177E+01
    0.4314811116E+03    0.2025837099E+02   -0.1362157241E+01    0.5312429600E+01    0.1287103553E+01    0.2081811726E+01    0.9217678381E+00    0.7192846755E+01
    0.4361022135E+03    0.2028764450E+02   -0.1362587071E+01    0.5303366091E+01    0.1286838391E+01    0.2077575624E+01    0.9210608911E+00    0.7169397846E+01
    0.4407348420E+03    0.2031669721E+02   -0.1363005423E+01    0.5294271935E+01    0.1286563412E+01    0.2073381175E+01    0.9203460819E+00    0.7146087677E+01
    0.4453789436E+03    0.2034553200E+02   -0.1363412028E+01    0.5285159169E+01    0.1286278278E+01    0.2069223958E+01    0.9196257909E+00    0.7122908617E+01
    0.4500344640E+03    0.2037415141E+02   -0.1363806650E+01    0.5276050161E+01    0.1285982699E+01    0.2065098017E+01    0.9189039614E+00    0.7099862443E+01
    0.4547013502E+03    0.2040255722E+02   -0.1364189568E+01    0.5266961272E+01    0.1285676926E+01    0.2060997644E+01    0.9181835292E+00    0.7076965078E+01
    0.4593795500E+03    0.2043075063E+02   -0.1364561672E+01    0.5257891693E+01    0.1285361831E+01    0.2056920492E+01    0.9174653055E+00    0.7054235612E+01
    0.4640690109E+03    0.2045873433E+02   -0.1364924209E+01    0.5248828966E+01    0.1285038651E+01    0.2052872130E+01    0.9167481573E+00    0.7031681603E+01
    0.4687696824E+03    0.2048651324E+02   -0.1365278530E+01    0.5239763993E+01    0.1284708724E+01    0.2048853989E+01    0.9160303969E+00    0.7009306492E+01
    0.4734815133E+03    0.2051409071E+02   -0.1365625207E+01    0.5230695567E+01    0.1284372585E+01    0.2044861437E+01    0.9153112634E+00    0.6987114387E+01
    0.4782044530E+03    0.2054146740E+02   -0.1365963343E+01    0.5221632947E+01    0.1284029378E+01    0.2040894191E+01    0.9145905845E+00    0.6965103043E+01
    0.4829384522E+03    0.2056864584E+02   -0.1366291547E+01    0.5212585189E+01    0.1283677763E+01    0.2036961660E+01    0.9138674327E+00    0.6943263390E+01
    0.4876834622E+03    0.2059563094E+02   -0.1366609594E+01    0.5203555076E+01    0.1283317502E+01    0.2033072908E+01    0.9131401642E+00    0.6921584045E+01
    0.4924394335E+03    0.2062242652E+02   -0.1366918863E+01    0.5194537201E+01    0.1282949917E+01    0.2029227897E+01    0.9124076919E+00    0.6900059147E+01
    0.4972063180E+03    0.2064903538E+02   -0.1367221003E+01    0.5185520488E+01    0.1282576578E+01    0.2025415780E+01    0.9116706100E+00    0.6878691625E+01
    0.5019840688E+03    0.2067546066E+02   -0.1367516356E+01    0.5176501510E+01    0.1282197779E+01    0.2021624477E+01    0.9109314135E+00    0.6857482826E+01
    0.5067726378E+03    0.2070170620E+02   -0.1367804027E+01    0.5167482169E+01    0.1281812615E+01    0.2017856671E+01    0.9101930566E+00    0.6836420310E+01
    0.5115719796E+03    0.2072777723E+02   -0.1368083114E+01    0.5158461218E+01    0.1281420150E+01    0.2014120952E+01    0.9094565000E+00    0.6815487519E+01
    0.5163820475E+03    0.2075367891E+02   -0.1368353011E+01    0.5149436460E+01    0.1281019751E+01    0.2010417018E+01    0.9087201485E+00    0.6794669898E+01
    0.5212027957E+03    0.2077941337E+02   -0.1368613212E+01    0.5140410445E+01    0.1280610921E+01    0.2006738846E+01    0.9079814509E+00    0.6773951563E+01
    0.5260341789E+03    0.2080498088E+02   -0.1368863716E+01    0.5131384735E+01    0.1280193681E+01    0.2003083928E+01    0.9072383483E+00    0.6753328657E+01
    0.5308761528E+03    0.2083038296E+02   -0.1369105421E+01    0.5122357192E+01    0.1279768933E+01    0.1999455432E+01    0.9064900352E+00    0.6732809272E+01
    0.5357286726E+03    0.2085562195E+02   -0.1369339880E+01    0.5113321923E+01    0.1279338131E+01    0.1995853982E+01    0.9057362852E+00    0.6712398871E+01
    0.5405916952E+03    0.2088069986E+02   -0.1369568046E+01    0.5104274302E+01    0.1278902145E+01    0.1992274530E+01    0.9049760490E+00    0.6692095846E+01
    0.5454651765E+03    0.2090561848E+02   -0.1369789624E+01    0.5095212709E+01    0.1278460719E+01    0.1988714242E+01    0.9042080886E+00    0.6671896081E+01
    0.5503490744E+03    0.2093037882E+02   -0.1370004140E+01    0.5086135959E+01    0.1278013424E+01    0.1985173018E+01    0.9034323349E+00    0.6651795931E+01
    0.5552433450E+03    0.2095498215E+02   -0.1370211697E+01    0.5077043412E+01    0.1277560376E+01    0.1981646697E+01    0.9026498887E+00    0.6631794197E+01
    0.5601479480E+03    0.2097943131E+02   -0.1370412766E+01    0.5067939254E+01    0.1277102084E+01    0.1978129652E+01    0.9018625997E+00    0.6611891947E+01
    0.5650628399E+03    0.2100372936E+02   -0.1370608083E+01    0.5058835685E+01    0.1276639301E+01    0.1974614723E+01    0.9010724855E+00    0.6592093170E+01
    0.5699879805E+03    0.2102787811E+02   -0.1370798357E+01    0.5049739121E+01    0.1276172692E+01    0.1971096250E+01    0.9002806321E+00    0.6572403679E+01
    0.5749233288E+03    0.2105187853E+02   -0.1370983728E+01    0.5040642095E+01    0.1275702373E+01    0.1967580444E+01    0.8994864554E+00    0.6552831888E+01
    0.5798688434E+03    0.2107573125E+02   -0.1371164131E+01    0.5031535237E+01    0.1275228284E+01    0.1964076788E+01    0.8986881763E+00    0.6533387591E+01
    0.5848244856E+03    0.2109943675E+02   -0.1371340023E+01    0.5022417519E+01    0.1274750857E+01    0.1960588099E+01    0.8978847180E+00    0.6514075415E+01
    0.5897902146E+03    0.2112299496E+02   -0.1371512231E+01    0.5013298866E+01    0.1274270909E+01    0.1957116479E+01    0.8970771315E+00    0.6494890969E+01
    0.5947659918E+03    0.2114640650E+02   -0.1371681558E+01    0.5004191450E+01    0.1273789250E+01    0.1953662986E+01    0.8962671069E+00    0.6475831465E+01
